requirement_id,source_file,json_path_or_page,original_requirement,type,applicability,expected_observable,decision_method,ambiguity,input_version,domain,actor,audit_rule_id
VDM-OPTION-Public_Opinion-GT0.4-Military_Action,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion["">0.4""].Military_Action",Limited,조건부 규칙,확인된 현상태 Public_Opinion >0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Public_Opinion-GT0.4-Leadership_Policy,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion["">0.4""].Leadership_Policy",Strengthened,조건부 규칙,확인된 현상태 Public_Opinion >0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Public_Opinion-GT0.4-Emergency_Response,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion["">0.4""].Emergency_Response",Not Required,조건부 규칙,확인된 현상태 Public_Opinion >0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Public_Opinion-LTEQ0.4-Diplomatic_Negotiation,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion[""<=0.4""].Diplomatic_Negotiation",Disabled,강제 제약,확인된 현상태 Public_Opinion <=0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Public_Opinion-LTEQ0.4-Military_Action,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion[""<=0.4""].Military_Action",Primary Option,선호·목표,확인된 현상태 Public_Opinion <=0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Public_Opinion-LTEQ0.4-Leadership_Policy,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion[""<=0.4""].Leadership_Policy",Collapse Risk,조건부 규칙,확인된 현상태 Public_Opinion <=0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Public_Opinion-LTEQ0.4-Emergency_Response,vdm/Variable-Decision Matrix.json,"$.decision_options.Public_Opinion[""<=0.4""].Emergency_Response",Urgent,강제 제약,확인된 현상태 Public_Opinion <=0.4; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-GT0.5-Diplomatic_Negotiation,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity["">0.5""].Diplomatic_Negotiation",Stable Decision,조건부 규칙,확인된 현상태 Leadership_Unity >0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-GT0.5-Military_Action,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity["">0.5""].Military_Action",Restrained,조건부 규칙,확인된 현상태 Leadership_Unity >0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-GT0.5-Leadership_Policy,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity["">0.5""].Leadership_Policy",Stable,조건부 규칙,확인된 현상태 Leadership_Unity >0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-GT0.5-Emergency_Response,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity["">0.5""].Emergency_Response",Not Required,조건부 규칙,확인된 현상태 Leadership_Unity >0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-LTEQ0.5-Diplomatic_Negotiation,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity[""<=0.5""].Diplomatic_Negotiation",Confused Policy,조건부 규칙,확인된 현상태 Leadership_Unity <=0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-LTEQ0.5-Military_Action,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity[""<=0.5""].Military_Action",Radical Adoption,선호·목표,확인된 현상태 Leadership_Unity <=0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-LTEQ0.5-Leadership_Policy,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity[""<=0.5""].Leadership_Policy",Severe Internal Conflict,조건부 규칙,확인된 현상태 Leadership_Unity <=0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
VDM-OPTION-Leadership_Unity-LTEQ0.5-Emergency_Response,vdm/Variable-Decision Matrix.json,"$.decision_options.Leadership_Unity[""<=0.5""].Emergency_Response",Required,강제 제약,확인된 현상태 Leadership_Unity <=0.5; 관련 행동을 판단하는 시점,정책 가능/금지·우선도·비상대응 상태가 원문과 일치,Python으로 비교조건 산출 후 행동 의미를 인간 대조. 실제 선택된 외교행위와 금지조건을 대조; merely Enabled는 실행 의무 아님.,동시에 다른 변수의 허용/권장/금지가 성립할 때 우선순위 미정. 군사행동 Limited/Aggressive 등의 세부 행위 집합 미정.,c567d0a2b85c2e03b517a3fafcbef889651ee308b958c776f4580ee5ea4dd382,임계값·행동 통제,,VDM-POLICY
P-INFO-01,protocols/prompt_templates/Prompt.pdf,p.1,"All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations.",정보 접근 조건,모든 판단과 출력,판단·행동 이유의 정보가 JSON 및 승계 로그에 근거,인간 검토: 외부 사실/미래 결과를 단정하는 구절과 입력을 대조. 로그에 이미 추가된 외부 정보는 최초 유입시점 추적.,Prompt 고정 Event는 연구자가 제공한 추가 입력으로 허용. JSON 자체에도 Oct22 등 미래 정보 존재.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,정보 접근,,P-INFO-01
P-EVENT-01,protocols/prompt_templates/Prompt.pdf,p.1,"Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event.",수행 절차·출력 형식,각 이벤트 사이,사건별 상태·트리거 갱신 후 다음 사건,"이벤트 순서 및 중간상태를 대조; 완전기록에서 명시 갱신 누락은 위반, 불완전기록은 판정 불가.",,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-EVENT-01
P-VDM-01,protocols/prompt_templates/Prompt.pdf,p.1,Variables must follow the Variable-Decision Matrix in the JSON file.,강제 제약,상태 갱신·정책 선택,VDM 효과·임계규칙에 맞는 갱신·행동,"효과 계산은 Python, 행동 매핑·정책 의미는 인간 검토.",actor effect_rules와 효과 의미/우선순위 불명확.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,행동–VDM 효과,,P-VDM-01
P-T1-ALT,protocols/prompt_templates/Prompt.pdf,p.1,"For both the United States and the Soviet Union, identify 2-3 'realistic and plausible' alternative strategic actions for the current event, and for each alternative, clearly state the rationale based on the JSON information.",수행 절차·출력 형식,Turn1 / 국가별,"미국 2–3, 소련 2–3개의 식별 가능한 행동대안 및 각 JSON 근거",국가별 대안 수와 실제 내용·근거 대조. 제목/모델 자기진술만으로 충족 아님.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T1-ALT
P-T1-TRIG,protocols/prompt_templates/Prompt.pdf,p.1,"For each selected alternative, identify the 'next event triggers' that could occur, based on their probability according to the JSON information. This should include both inevitably occurring triggers and potentially occurring triggers.",수행 절차·출력 형식,Turn1 / 선택 대안별,"대안별 다음사건 trigger, 확정/가능 구분",대안과 trigger 연결을 확인; 제시되지 않은 수치확률은 만들지 않음.,JSON 가중치는 발생확률이 아니고 확률변환 규칙도 없음.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T1-TRIG
P-T1-CONFLICT,protocols/prompt_templates/Prompt.pdf,p.1,"If the strategic alternatives of the United States and the Soviet Union conflict, briefly assess the priorities in each conflict scenario.",조건부 규칙,Turn1 / 양측 대안 충돌,충돌상황별 우선순위 검토,사람이 대안의 실제 충돌을 확인한 뒤 우선순위 근거 대조.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T1-CONFLICT
P-T1-COMB,protocols/prompt_templates/Prompt.pdf,p.1,"Specify 1 'most plausible' combination of strategic actions for this Turn, and additionally 1-2 'alternative plausible paths' (totaling 2-3 combinations) that could lead to different realistic outcomes.",수행 절차·출력 형식,Turn1,"가장 개연성 높은 조합 1개와 대안 1–2개, 각 미국·소련 행동쌍",국가별 실제 대안을 조합한 2–3 경로와 우선경로 식별 확인.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T1-COMB
P-T1-COMB-REASON,protocols/prompt_templates/Prompt.pdf,p.1,Briefly explain the logic behind choosing each combination. These 'combinations' pair each actor's chosen action.,수행 절차·출력 형식,Turn1 / 조합별,선택한 실제 행동쌍 및 조합 선택논리,조합이 앞선 대안에 연결되는지와 근거 내용 대조.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T1-COMB-REASON
P-LOG-01,protocols/prompt_templates/Prompt.pdf,p.1,"For each of the 2-3 'strategic action combinations' identified in the previous turn, generate the predicted variable changes and a result log based on the selected actions. Create a separate result log for each combination.",수행 절차·출력 형식,로그 생성 요청 / 조합별,각 조합별 행동·수치변화·결과로그 분리,선택된 조합과 결과로그를 일대일 연결; 조합 혼합/누락 대조.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-LOG-01
P-EFFECT-01,protocols/prompt_templates/Prompt.pdf,p.1,Variable changes must be calculated strictly based on the predefined Effect Rules and must not be arbitrarily judged.,강제 제약,모든 수치 변화,행동/이벤트–규칙–증분 연결,"효과명·연산 기록이 있는 경우 독립 Python 계산, 의미 매핑은 인간 검토.",복합사건·임의 새 사건명·actor effect_rules 의미 불명확성을 위반과 분리.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,행동–VDM 효과,,P-EFFECT-01
P-STATE-01,protocols/prompt_templates/Prompt.pdf,p.1,"After applying variable changes, you must respond to the [Reconfirm Variable Status] request.",수행 절차·출력 형식,로그/상태 재확인 요청,각 조합·국가별 갱신 상태,완전한 응답에서 명시 상태 누락은 해당 출력 요구 위반.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-STATE-01
P-LOG-NAME,protocols/prompt_templates/Prompt.pdf,p.2,Scenario Combination Name:,수행 절차·출력 형식,결과로그 / 조합·국가별,식별 가능한 조합명,명시 요구 내용의 존재를 확인하되 실제 의미·계산 준수 점수와 별도.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-LOG-NAME
P-LOG-ACTOR,protocols/prompt_templates/Prompt.pdf,p.2,Selected Actor:,수행 절차·출력 형식,결과로그 / 조합·국가별,미국/소련 구분,명시 요구 내용의 존재를 확인하되 실제 의미·계산 준수 점수와 별도.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-LOG-ACTOR
P-LOG-ACTION,protocols/prompt_templates/Prompt.pdf,p.2,Selected Action:,수행 절차·출력 형식,결과로그 / 조합·국가별,선택한 행동,명시 요구 내용의 존재를 확인하되 실제 의미·계산 준수 점수와 별도.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-LOG-ACTION
P-LOG-DELTA,protocols/prompt_templates/Prompt.pdf,p.2,Predicted Variable Change:,수행 절차·출력 형식,결과로그 / 조합·국가별,"tension, diplomatic_support, public_opinion, leadership_unity 증분",명시 요구 내용의 존재를 확인하되 실제 의미·계산 준수 점수와 별도.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-LOG-DELTA
P-LOG-TRIGGER,protocols/prompt_templates/Prompt.pdf,p.2,Generated Triggers:,수행 절차·출력 형식,결과로그 / 조합·국가별,생성 트리거,명시 요구 내용의 존재를 확인하되 실제 의미·계산 준수 점수와 별도.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-LOG-TRIGGER
P-STATE-tension,protocols/prompt_templates/Prompt.pdf,p.2,tension: [New Value],수행 절차·출력 형식,상태 재확인 / 조합·국가별,tension의 새 상태값,전체 응답에서 명시 새 상태 확인; 누락값 추정 금지.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-STATE-tension
P-STATE-diplomatic_support,protocols/prompt_templates/Prompt.pdf,p.2,diplomatic_support: [New Value],수행 절차·출력 형식,상태 재확인 / 조합·국가별,diplomatic_support의 새 상태값,전체 응답에서 명시 새 상태 확인; 누락값 추정 금지.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-STATE-diplomatic_support
P-STATE-military_posture,protocols/prompt_templates/Prompt.pdf,p.2,military_posture: [State],수행 절차·출력 형식,상태 재확인 / 조합·국가별,military_posture의 새 상태값,전체 응답에서 명시 새 상태 확인; 누락값 추정 금지.,military_posture 수치효과/자동 전환 규칙이 VDM에 정의되지 않음.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-STATE-military_posture
P-STATE-public_opinion,protocols/prompt_templates/Prompt.pdf,p.2,public_opinion: [New Value],수행 절차·출력 형식,상태 재확인 / 조합·국가별,public_opinion의 새 상태값,전체 응답에서 명시 새 상태 확인; 누락값 추정 금지.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-STATE-public_opinion
P-STATE-leadership_unity,protocols/prompt_templates/Prompt.pdf,p.2,leadership_unity: [New Value],수행 절차·출력 형식,상태 재확인 / 조합·국가별,leadership_unity의 새 상태값,전체 응답에서 명시 새 상태 확인; 누락값 추정 금지.,,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,출력 구조,,P-STATE-leadership_unity
P-T2-ALT,protocols/prompt_templates/Prompt.pdf,p.2,"Based on the current variable states and the event that occurred within each 'scenario combination', identify 2-3 'realistic and plausible' alternative strategic actions for both the United States and the Soviet Union.",수행 절차·출력 형식,Turn2 / 기존 조합·국가별,기존 조합 상태를 승계한 국가별 2–3 대안,표시된 대안은 내용 대조; 미표시는 같은 블록의 output only the result log와 충돌하여 판정 불가.,같은 블록의 output only the result log와 명시 출력 요구 충돌.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T2-ALT
P-T2-REASON,protocols/prompt_templates/Prompt.pdf,p.2,"For each alternative, clearly state the rationale based on the JSON information.",수행 절차·출력 형식,Turn2 / 대안별,JSON에 연결된 대안별 실제 이유,이유 내용/역할을 인간 대조. 완전한 로그만 있고 이유가 없으면 출력지시 충돌 표시.,대안·이유 출력 vs 로그만 출력 충돌.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T2-REASON
P-T2-TRIG,protocols/prompt_templates/Prompt.pdf,p.2,"For each selected alternative, identify the 'next event triggers' that could occur, based on their probability according to the JSON information.",수행 절차·출력 형식,Turn2 / 선택 대안별,선택 대안에 연결된 다음사건 trigger,"로그 trigger와 행동의 연결, 필연/가능 표시는 인간 대조.",수치확률 규칙 미정. 로그만 출력 지시와 구체성 요구 충돌.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T2-TRIG
P-T2-CONFLICT,protocols/prompt_templates/Prompt.pdf,p.2,"Within each 'scenario combination', if the strategic alternatives of the United States and the Soviet Union conflict, briefly assess the priorities in each conflict scenario.",조건부 규칙,Turn2 / 조합 내 양측 대안 충돌,충돌별 우선순위 판단,충돌 전건·근거 인간 대조.,로그만 출력 지시와 충돌 평가 출력 요구 상충.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T2-CONFLICT
P-T2-BRANCH,protocols/prompt_templates/Prompt.pdf,p.2,"For each 'scenario combination', specify 1 'most plausible' combination of strategic actions for this Turn, and additionally 1-2 'alternative plausible paths' (totaling 2-3 combinations) that could lead to different realistic outcomes.",수행 절차·출력 형식,Turn2 / 부모 조합별,부모마다 주경로 1개+대안1–2개 식별,실제 입력에 이 지시가 있으면 명시 부모–자식 조합 연결 및 수 점검. 완전한 응답에서 부모별 추가대안 분기를 전혀 만들지 않고 기존 경로 하나씩만 계속하면 분기 출력 요구 위반. 기록 불완전 또는 부모 연결 자체를 확정할 수 없으면 판정 불가.,일반 프로토콜의 최종 2–3 수렴은 매 부모별 추가 분기의 가지치기 시점·방법을 정의하지 않음. 전달·시점 미확정 프로토콜로 실제 사용자 지시를 무효화하지 않음.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T2-BRANCH
P-T2-INHERIT,protocols/prompt_templates/Prompt.pdf,p.2,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,수행 절차·출력 형식,Turn2 / 부모–자식 조합,부모 행동·후상태·트리거와 일치하는 자식 분기,명시 부모상태와 다음 전상태를 변수별 비교; 행동서사와 분기 정체성은 인간 검토.,부모식별자/분기선언이 없으면 가장 가까운 값을 임의 매칭하지 않음.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,분기·상태 승계,,P-T2-INHERIT
P-T2-POLICY,protocols/prompt_templates/Prompt.pdf,p.2,"For each 'scenario combination', output only the result log, updating variables and judging triggers and policy options based on the actor's current variable states and the event that occurred, according to the Variable-Decision Matrix.json file.",수행 절차·출력 형식,Turn2 / 조합별,현상태와 사건에 맞는 효과·trigger·정책옵션 결과로그,수치 계산과 실제 행동 가능성 대조를 분리. 외교금지조건 아래 협상선택은 의미 검토 대상으로 올림.,앞선 대안·이유 출력 지시와 충돌. VDM 변수간 우선순위 미정.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,임계값·행동 통제,,P-T2-POLICY
P-T3-ALT,protocols/prompt_templates/Prompt.pdf,p.3,"Based on the current variable states and the event that occurred within each 'scenario combination', identify 2-3 'realistic and plausible' alternative strategic actions for both the United States and the Soviet Union.",수행 절차·출력 형식,Turn3 / 기존 조합·국가별,기존 조합 상태를 승계한 국가별 2–3 대안,표시된 대안은 내용 대조; 미표시는 같은 블록의 output only the result log와 충돌하여 판정 불가.,같은 블록의 output only the result log와 명시 출력 요구 충돌.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T3-ALT
P-T3-REASON,protocols/prompt_templates/Prompt.pdf,p.3,"For each alternative, clearly state the rationale based on the JSON information.",수행 절차·출력 형식,Turn3 / 대안별,JSON에 연결된 대안별 실제 이유,이유 내용/역할을 인간 대조. 완전한 로그만 있고 이유가 없으면 출력지시 충돌 표시.,대안·이유 출력 vs 로그만 출력 충돌.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T3-REASON
P-T3-TRIG,protocols/prompt_templates/Prompt.pdf,p.3,"For each selected alternative, identify the 'next event triggers' that could occur, based on their probability according to the JSON information.",수행 절차·출력 형식,Turn3 / 선택 대안별,선택 대안에 연결된 다음사건 trigger,"로그 trigger와 행동의 연결, 필연/가능 표시는 인간 대조.",수치확률 규칙 미정. 로그만 출력 지시와 구체성 요구 충돌.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T3-TRIG
P-T3-CONFLICT,protocols/prompt_templates/Prompt.pdf,p.3,"Within each 'scenario combination', if the strategic alternatives of the United States and the Soviet Union conflict, briefly assess the priorities in each conflict scenario.",조건부 규칙,Turn3 / 조합 내 양측 대안 충돌,충돌별 우선순위 판단,충돌 전건·근거 인간 대조.,로그만 출력 지시와 충돌 평가 출력 요구 상충.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T3-CONFLICT
P-T3-BRANCH,protocols/prompt_templates/Prompt.pdf,p.3,"For each 'scenario combination', specify 1 'most plausible' combination of strategic actions for this Turn, and additionally 1-2 'alternative plausible paths' (totaling 2-3 combinations) that could lead to different realistic outcomes.",수행 절차·출력 형식,Turn3 / 부모 조합별,부모마다 주경로 1개+대안1–2개 식별,실제 입력에 이 지시가 있으면 명시 부모–자식 조합 연결 및 수 점검. 완전한 응답에서 부모별 추가대안 분기를 전혀 만들지 않고 기존 경로 하나씩만 계속하면 분기 출력 요구 위반. 기록 불완전 또는 부모 연결 자체를 확정할 수 없으면 판정 불가.,일반 프로토콜의 최종 2–3 수렴은 매 부모별 추가 분기의 가지치기 시점·방법을 정의하지 않음. 전달·시점 미확정 프로토콜로 실제 사용자 지시를 무효화하지 않음.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,시나리오 수행 절차,,P-T3-BRANCH
P-T3-INHERIT,protocols/prompt_templates/Prompt.pdf,p.3,Ensure that the branching maintains the flow of the ongoing scenario while exploring new directions.,수행 절차·출력 형식,Turn3 / 부모–자식 조합,부모 행동·후상태·트리거와 일치하는 자식 분기,명시 부모상태와 다음 전상태를 변수별 비교; 행동서사와 분기 정체성은 인간 검토.,부모식별자/분기선언이 없으면 가장 가까운 값을 임의 매칭하지 않음.,a3b87d66392bba576d5ecd97c1b526f361138ba9656fb63a4cac8bbef9d5719a,분기·상태 승계,,P-T3-INHERIT
