check_id,run_id,source_file,page,turn,branch,actor,variable,requirement_id,domain,unit,status,reported_value,recomputed_value,evidence,reason,method,uncertainty,human_review_required,numeric_comparison_status,extraction,candidate_only,review_completed
PDFIUM-PER-03-N-00037,PER-03,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,6,1,", and must not",,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,Public_Opinion: 0.50 → 0.50 -0.05 = 0.45,"명시 산식 0.50 -0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-03-N-00040,PER-03,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,6,1,", and must not",,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.4,0.4,Leadership_Unity: 0.50 → 0.50 -0.10 = 0.40,"명시 산식 0.50 -0.10 = 0.4; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-03-N-00043,PER-03,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,6,1,", and must not",,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,Tension: 0.50 → 0.50 -0.05 = 0.45,"명시 산식 0.50 -0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-03-N-00046,PER-03,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,6,1,", and must not",,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.6,0.6,Diplomatic_Support: 0.50 → 0.50 +0.10 = 0.60,"명시 산식 0.50 +0.10 = 0.6; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-03-N-00049,PER-03,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,6,1,", and must not",,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,Public_Opinion: 0.50 → 0.50 +0.05 = 0.55,"명시 산식 0.50 +0.05 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-03-N-00052,PER-03,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,6,1,", and must not",,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,Leadership_Unity: 0.50 → 0.50 +0.05 = 0.55,"명시 산식 0.50 +0.05 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-04-N-00001,PER-04,runs/raw_logs/Perplexity_RAG/4. Strategic Alternatives & Conflict Scenarios.pdf,3,1,미지정,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.2,0.2,Tension +0.20 (0.05+0.15) 0.20 - U.S. Military Alert ↑ (Inevitable),"명시 산식 0.05+0.15 = 0.2; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-04-N-00008,PER-04,runs/raw_logs/Perplexity_RAG/4. Strategic Alternatives & Conflict Scenarios.pdf,4,1,미지정,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.15,0.15,Tension +0.15 (0.05+0.10) 0.15 - U.S. Leadership Fractures (Substantive),"명시 산식 0.05+0.10 = 0.15; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-04-N-00013,PER-04,runs/raw_logs/Perplexity_RAG/4. Strategic Alternatives & Conflict Scenarios.pdf,4,1,미지정,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.15,0.15,Tension +0.15 (0.10+0.05) 0.15 - Cold U.S. Response (Sustained),"명시 산식 0.10+0.05 = 0.15; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00009,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,5,1,s for each strategic action combination identified in the,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.95,0.95,tension: 0.95 (Initial 0.5 + 0.45 from Covert_Detection),"명시 산식 0.5 + 0.45 = 0.95; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00012,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,5,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.48,0.48,diplomatic_support: 0.48 (Initial 0.5 - 0.02),"명시 산식 0.5 - 0.02 = 0.48; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00015,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,5,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.48,0.48,public_opinion: 0.48 (Initial 0.5 - 0.02),"명시 산식 0.5 - 0.02 = 0.48; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00018,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,5,1,s for each strategic action combination identified in the,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.35,0.35,leadership_unity: 0.35 (Initial 0.5 - 0.10 - 0.05 from Internal_Dispute),"명시 산식 0.5 - 0.10 - 0.05 = 0.35; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00029,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,5,1,s for each strategic action combination identified in the,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,1,1,tension: 1.00 (Initial 0.5 + 0.5 from combined events),"명시 산식 0.5 + 0.5 = 1; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00032,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,5,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.35,0.35,diplomatic_support: 0.35 (Initial 0.5 - 0.15),"명시 산식 0.5 - 0.15 = 0.35; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00035,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,6,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,public_opinion: 0.45 (Initial 0.5 - 0.05),"명시 산식 0.5 - 0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00038,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,6,1,s for each strategic action combination identified in the,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.3,0.3,leadership_unity: 0.30 (Initial 0.5 - 0.10 - 0.10 from Internal_Dispute),"명시 산식 0.5 - 0.10 - 0.10 = 0.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00049,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,6,1,s for each strategic action combination identified in the,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,tension: 0.45 (Initial 0.5 - 0.05),"명시 산식 0.5 - 0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00052,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,6,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.6,0.6,diplomatic_support: 0.60 (Initial 0.5 + 0.10),"명시 산식 0.5 + 0.10 = 0.6; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00055,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,6,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.55,0.55,public_opinion: 0.55 (Initial 0.5 + 0.05),"명시 산식 0.5 + 0.05 = 0.55; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00058,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,6,1,s for each strategic action combination identified in the,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.6,0.6,leadership_unity: 0.60 (Initial 0.5 + 0.05 + 0.05 from Strong_Leadership),"명시 산식 0.5 + 0.05 + 0.05 = 0.6; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00069,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,16,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.31,0.31,Diplomatic Support: 0.31 (0.41 - 0.10 from dual Strikes),"명시 산식 0.41 - 0.10 = 0.31; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00070,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,16,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.26,0.26,Public Opinion: 0.26 (0.36 - 0.10),"명시 산식 0.36 - 0.10 = 0.26; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00071,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,16,1,s for each strategic action combination identified in the,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.8,0.8,Leadership Unity: 0.80 (1.0 - 0.20),"명시 산식 1.0 - 0.20 = 0.8; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00072,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,16,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,위반,0.46,0.51,Diplomatic Support: 0.46 (0.41 + 0.10 from Diplomatic_Success - 0.05 from Strike),"명시 산식 0.41 + 0.10 = 0.51; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00073,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,16,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.36,0.36,Public Opinion: 0.36 (0.36 + 0.05 - 0.05),"명시 산식 0.36 + 0.05 - 0.05 = 0.36; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00074,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,16,1,s for each strategic action combination identified in the,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.95,0.95,Leadership Unity: 0.95 (1.0 + 0.05 - 0.10),"명시 산식 1.0 + 0.05 - 0.10 = 0.95; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00075,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,17,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.2,0.2,Diplomatic Support: 0.20 (0.30 - 0.10),"명시 산식 0.30 - 0.10 = 0.2; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00076,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,17,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.3,0.3,Public Opinion: 0.30 (0.40 - 0.10),"명시 산식 0.40 - 0.10 = 0.3; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00077,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,17,1,s for each strategic action combination identified in the,,Leadership_Unity,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.8,0.8,Leadership Unity: 0.80 (1.0 - 0.20),"명시 산식 1.0 - 0.20 = 0.8; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00078,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,18,1,s for each strategic action combination identified in the,,Tension,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.95,0.95,Tension: 0.95 (1.0 - 0.05 from Diplomatic_Success),"명시 산식 1.0 - 0.05 = 0.95; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00081,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,18,1,s for each strategic action combination identified in the,,Diplomatic_Support,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.35,0.35,Diplomatic Support: 0.35 (0.30 + 0.10 - 0.05),"명시 산식 0.30 + 0.10 - 0.05 = 0.35; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
PDFIUM-PER-09-N-00084,PER-09,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,18,1,s for each strategic action combination identified in the,,Public_Opinion,VDM-CLAMP,명시 산술의 내부 일관성,명시 수식×변수,준수,0.45,0.45,Public Opinion: 0.45 (0.40 + 0.05),"명시 산식 0.40 + 0.05 = 0.45; 상태값은 VDM max(0,min(1,value))로 계산; 초기값/효과 선택의 정당성과 별개.",Python Decimal; 원문 명시값만,실제 입력 첨부 바이트는 미확인; 보존 VDM과 조건부 대조. 턴·분기는 명시 제목 기반 파싱이며 불완전/재명명 가능. 응답 전용 export 역할 추정; 당시 사용자 프롬프트 미보존. 입력 초기값 출처 및 사건 분류는 이 점검에서 입증하지 않음,아니오,,PDFium second extraction; role boundaries from reviewed records,True,False
