run_id,marker,component,regex,count,pages,first_excerpt
PER-08,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-08,metadata_labels_present,temperature_label,temperature,0,,
PER-08,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-08,metadata_labels_present,seed_label,seed,0,,
PER-08,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-08,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-09,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,28,1;2;5;6;11;15;19;24,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
PER-09,explicit_result_log_label,result_log,result[ _-]?log,17,1;4;5;8;10;11;13;14;15;16;17;18;19,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
PER-09,all_four_state_dimensions,tension,tension,71,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23, denial plausible to avoid immediate escalation . 1 1 Triggers: Inevitable: Tension 0.05 from U.S. discovery; Leadership_Unity 0.05 if Presidium debates forceful response vs. diplomacy 2 Potential: C
PER-09,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),47,2;3;4;5;6;7;8;10;11;12;13;14;15;16;17;18;19;21;23, imbalance . 1 1 Triggers: Inevitable: Tension 0.10 from overt escalation; Diplomatic_Support 0.10 if international allies react to provocation 2 Potential: Military_Conflict_Risk if U.S. considers strikes 1 
PER-09,all_four_state_dimensions,public_opinion,public[ _-]?opinion,37,3;4;5;6;7;8;10;12;13;14;16;17;18;19;21;22;24, elimination” .3 3 Triggers: Inevitable: Tension 0.15 from Strike action ; Public_Opinion 0.05 from war risks2 2 Potential: Imminent_Nuclear_War if surviving missiles retaliate 3 Rationale: State Depart
PER-09,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),38,2;4;5;6;7;8;10;12;13;14;16;17;18;19;20;22;23,e escalation . 1 1 Triggers: Inevitable: Tension 0.05 from U.S. discovery; Leadership_Unity 0.05 if Presidium debates forceful response vs. diplomacy 2 Potential: Covert_Detection event if U.S. uncovers evide
PER-09,trigger_or_threshold,trigger_or_threshold,trigger|threshold,90,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
PER-09,variable_status_label,generic_variable_status,variable[ _-]?status,11,4;5;6;16;17;18;19,ined in . ⁂ RESULT LOG This section repeats for each combination) RECONFIRM VARIABLE STATUS This section repeats for each combination) Outcome Synthesis Primary Path: U.S. Quarantine + Demand Removal → Sovi
PER-09,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,11,4;5;6;16;17;18;19,iggers defined in . ⁂ RESULT LOG This section repeats for each combination) RECONFIRM VARIABLE STATUS This section repeats for each combination) Outcome Synthesis Primary Path: U.S. Quarantine + Demand Removal → Sovi
PER-09,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-09,metadata_labels_present,temperature_label,temperature,0,,
PER-09,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-09,metadata_labels_present,seed_label,seed,0,,
PER-09,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-09,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-10,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,19,1;2;3;5;12;17;21;28,"Based on JSON-defined actor stances and utility formulas, plausible actions for both sides include: Action Rationale Next Event Trigg"
PER-10,explicit_result_log_label,result_log,result[ _-]?log,15,7;9;12;13;14;15;16;17;18;19;20,"escort orders if challenged .7 Outcome: Naval clash likely, forcing DEFCON 2. Result Log for Combination 1 US Action: Maintain Quarantine & Seek UN Mediation → Diplomatic_Success effect: {Tension: -0.05, Dipl"
PER-10,all_four_state_dimensions,tension,tension,130,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,uclear_war 0.3 weight). - Inevitable: Diplomatic_Support 0.02↓ - Potential: Tension 0.05↑ if Soviets resist Air Strikes Supported by Defense Dept. (high risk_tolerance). Aims to eliminate threats swif
PER-10,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),98,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,oval. Utility formula prioritizes avoid_nuclear_war 0.3 weight). - Inevitable: Diplomatic_Support 0.02↓ - Potential: Tension 0.05↑ if Soviets resist Air Strikes Supported by Defense Dept. (high risk_tolerance). 
PER-10,all_four_state_dimensions,public_opinion,public[ _-]?opinion,99,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;24,"liminate threats swiftly but risks escalation . - Inevitable: Tension 0.15↑, Public_Opinion 0.05↓ - Potential: Leadership_Unity 0.10↓ with civilian casualties Diplomatic Push State Dept.ʼs preferred path: "
PER-10,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),104,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22,"calation . - Inevitable: Tension 0.15↑, Public_Opinion 0.05↓ - Potential: Leadership_Unity 0.10↓ with civilian casualties Diplomatic Push State Dept.ʼs preferred path: UN inspections and OAS alliance support"
PER-10,trigger_or_threshold,trigger_or_threshold,trigger|threshold,79,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;25;26;27;28,"formulas, plausible actions for both sides include: Action Rationale Next Event Triggers Naval Quarantine Favored by Kennedy to avoid nuclear war while pressuring missile removal. Utility formula prioritizes"
PER-10,variable_status_label,generic_variable_status,variable[ _-]?status,18,3;4;8;10;12;13;14;15;16;17;18;19;20;21,sured Pressure Path Predicted Variable Changes: Generated Triggers: Reconfirmed Variable Status: Scenario Name: Hardline Escalation Path Predicted Variable Changes: Strategic Action Combination Analysis 4 Combinat
PER-10,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,18,3;4;8;10;12;13;14;15;16;17;18;19;20;21,io Name: Measured Pressure Path Predicted Variable Changes: Generated Triggers: Reconfirmed Variable Status: Scenario Name: Hardline Escalation Path Predicted Variable Changes: Strategic Action Combination Analysis 4 Combinat
PER-10,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-10,metadata_labels_present,temperature_label,temperature,0,,
PER-10,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-10,metadata_labels_present,seed_label,seed,0,,
PER-10,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-10,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-11,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,23,1;3;5;9;13;15;16;20,Based solely on provided JSON policy data for Soviet Union and United States Strategic Action Options Analysis Soviet Union Strategic Options Cove
PER-11,explicit_result_log_label,result_log,result[ _-]?log,1,3,"itary moves to DEFCON 1 status, triggering “covert detection” tensions. 2 3 Result Logs for Strategic Action Combinations Combination 1 Most Plausible Path US Quarantine & Soviet Denial + Secret Reinforce"
PER-11,all_four_state_dimensions,tension,tension,56,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19," Action Priority Alignment Critical Variable Shift Covert Denial Quarantine Low Tension ↑ via stalemate US naval alerts, Soviet military prep) Covert Denial Air Strike High Diplomatic_Support ↓; Military_Ac"
PER-11,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),32,2;3;4;5;6;7;8;9;10;11;12;13;14;15,"stalemate US naval alerts, Soviet military prep) Covert Denial Air Strike High Diplomatic_Support ↓; Military_Action enabled via Tension 0.8 Preemptive Military Posture Invasion Extreme Leadership_Unity ↓; “Emergency"
PER-11,all_four_state_dimensions,public_opinion,public[ _-]?opinion,28,3;4;5;7;8;10;11;12;13;14;15;17,t from baseline) Diplomatic Support: 0.10 Soviet: 0.60 via covert_detection) Public Opinion: 0.05 Soviet: 0.55 via public_appeal) Leadership Unity: 0.30 US 0.80 via military_alert) Generated Triggers: Ine
PER-11,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),40,2;3;4;5;6;7;8;9;10;11;12;13;14;15;17;18,ry_Action enabled via Tension 0.8 Preemptive Military Posture Invasion Extreme Leadership_Unity ↓; “Emergency_Response Required” triggers Combination: US Quarantine & Soviet Denial + Secret Reinforcement Potential: 
PER-11,trigger_or_threshold,trigger_or_threshold,trigger|threshold,94,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,errence via “peaceful coexistence” maintains cover operations. 1 2 3 Next Triggers: Inevitable: US naval blockade or air strikes (“US_military_action” threshold reached) .3 Potential: Public exposure
PER-11,variable_status_label,generic_variable_status,variable[ _-]?status,1,4,"term-election pressure forcing escalation (""public_opinion"" 0.40. Reconfirmed Variable Status Combination 1 Most Plausible Path Tension: 0.65 Baseline 0.5  0.15 Diplomatic Support: 0.60 Baseline 0.5  0.10 P"
PER-11,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,1,4,"al: U.S. midterm-election pressure forcing escalation (""public_opinion"" 0.40. Reconfirmed Variable Status Combination 1 Most Plausible Path Tension: 0.65 Baseline 0.5  0.15 Diplomatic Support: 0.60 Baseline 0.5  0.10 P"
PER-11,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-11,metadata_labels_present,temperature_label,temperature,0,,
PER-11,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-11,metadata_labels_present,seed_label,seed,0,,
PER-11,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-11,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-12,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,34,4;5;6;7;8;9;11;18;19;20;22;27,r risk Low Stalemate or partial compromise All assessments derive strictly from JSON-defined actor algorithms and variable thresholds . ⁂ Soviet Backchannel + U.S. Quarantine) Soviet Action: Covert Respo
PER-12,explicit_result_log_label,result_log,result[ _-]?log,0,,
PER-12,all_four_state_dimensions,tension,tension,73,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;26;27, State Dept.-led international consensus via OAS/UN. Next Triggers: Inevitable: Tension increase Variable matrix). Potential: Public address revealing crisis (triggers “rally” effect in U.S. opinion). Ai
PER-12,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),49,2;3;4;5;6;7;8;9;10;11;12;13;15;17;18;19;20;21;22;23,ity > Deterrence Nuclear war escalation risk SU Backchannel vs. U.S. Quarantine Diplomatic room > Covert denial Quarantine > Credibility Negotiation window opens | Actor | Action | Rationale | |
PER-12,all_four_state_dimensions,public_opinion,public[ _-]?opinion,47,3;4;5;6;7;8;9;10;11;12;13;15;16;17;18;19;21;22;23,able Impact: Next Triggers: SU backchannel proposal (likely within 72hrs). U.S. Public Opinion surge (“rally” effect). Alternative Plausible Paths 1. Aggressive Showdown 3 3 Tension: 0.10 (alert status + strik
PER-12,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),49,3;4;5;6;8;9;10;11;13;14;15;17;18;19;20;21;22;25;27,"hs 1. Aggressive Showdown 3 3 Tension: 0.10 (alert status + strike plans). Leadership Unity: SU stable 0.05, U.S. divided DoD vs. State). SU accidental/reckless use of tactical nukes (variable effect rules) "
PER-12,trigger_or_threshold,trigger_or_threshold,trigger|threshold,94,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27,. Prioritizes preserving the Castro regime while avoiding overt war.12 Next Triggers: Inevitable: Public denial of missile deployment (initial stance). Potential: Secret letter to U.S. proposing mutual d
PER-12,variable_status_label,generic_variable_status,variable[ _-]?status,12,4;5;6;7;9;10;12;15;17;19;21;22,+ Backchannel Talks Predicted Variable Changes: Generated Triggers: Reconfirmed Variable Status: Decision Matrix Summary 1 3 Strategic Decision Modeling: Cuban Missile Crisis Turn Analysis Combination 1 Most Pl
PER-12,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,12,4;5;6;7;9;10;12;15;17;19;21;22,rt Response + Backchannel Talks Predicted Variable Changes: Generated Triggers: Reconfirmed Variable Status: Decision Matrix Summary 1 3 Strategic Decision Modeling: Cuban Missile Crisis Turn Analysis Combination 1 Most Pl
PER-12,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-12,metadata_labels_present,temperature_label,temperature,0,,
PER-12,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-12,metadata_labels_present,seed_label,seed,0,,
PER-12,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-12,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-13,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,24,5;6;13;14;15;16;17;18;19;21;26,"""military_alert"" sets tension=0.3 and leadership_unity=0.8 (absolute values per JSON. Soviet ""covert_detection"" sets tension=0.45 and diplomatic_room=0.6 (diplomatic_room mapped to diplomatic_support). S"
PER-13,explicit_result_log_label,result_log,result[ _-]?log,3,11;13;17,"isk but aligns with Defense Departmentʼs ""deterrence_and_credibility"" priority. Result Logs Combination 1 Strategic Coercion vs. Denial Scenario Name: Diplomatic Backchannel Exploration Selected Actions: U.S.:"
PER-13,all_four_state_dimensions,tension,tension,56,3;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19;20;21;22;23,hs Soviet Action U.S. Trigger Impact Variable Shift 01 Denial & Negotiations Tension ↑ to 0.45 Tension: 0.45 → 0.60 Continued Deployment Diplomatic Support ↓ to 0.50 Diplomatic Support: 0.50 → 0.40 Retali
PER-13,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),54,3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20,nial & Negotiations Tension ↑ to 0.45 Tension: 0.45 → 0.60 Continued Deployment Diplomatic Support ↓ to 0.50 Diplomatic Support: 0.50 → 0.40 Retaliation Threats Public Opinion ↓ to 0.35 Public Opinion: 0.35 → 0.30 ⁂ Co
PER-13,all_four_state_dimensions,public_opinion,public[ _-]?opinion,53,3;4;5;6;8;9;10;11;12;13;14;15;16;17;18;19;20;21;23;24,iplomatic Support ↓ to 0.50 Diplomatic Support: 0.50 → 0.40 Retaliation Threats Public Opinion ↓ to 0.35 Public Opinion: 0.35 → 0.30 ⁂ Combination 1 Strategic Coercion vs. Denial U.S.: Naval Quarantine Soviet: Den
PER-13,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),50,4;5;6;8;9;10;11;12;13;14;15;16;17;18;19;20;22;23;26,educes diplomatic leverage) public_opinion: 0.05 Soviet public_appeal effect) leadership_unity: 0.3 US military_alert effect) Generated Triggers: Diplomatic Isolation (diplomatic_support ≤ 0.5 threshold triggered
PER-13,trigger_or_threshold,trigger_or_threshold,trigger|threshold,112,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;25,o stall U.S. escalation while covertly finalizing deployments . 1 12 Next Triggers: Inevitable: Continued U.S. demand for verifiable evidence of missile removal.3 Probable: U.N. Security Council deba
PER-13,variable_status_label,generic_variable_status,variable[ _-]?status,6,4;5;11;12,) U.N. Security Council emergency session Soviet diplomatic failure) Reconfirm Variable Status: tension: 0.65 diplomatic_support: 0.45 public_opinion: 0.55 leadership_unity: 0.80 military_posture: Mixed Combination
PER-13,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,6,4;5;11;12, triggered) U.N. Security Council emergency session Soviet diplomatic failure) Reconfirm Variable Status: tension: 0.65 diplomatic_support: 0.45 public_opinion: 0.55 leadership_unity: 0.80 military_posture: Mixed Combination
PER-13,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-13,metadata_labels_present,temperature_label,temperature,0,,
PER-13,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-13,metadata_labels_present,seed_label,seed,0,,
PER-13,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-13,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-14,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,26,3;5;6;11;16;21;28,shifts via OAS/alliance actions.2 2 All strategies derived exclusively from JSON data; no external/historical context applied. ⁂ Predicted Variable Changes: Generated Triggers: Alternative Path 1 U.S
PER-14,explicit_result_log_label,result_log,result[ _-]?log,2,3;6,: Diplomatic Support fluctuates; Public Opinion tests if terms appear weak .2 Result Logs for Strategic Action Combinations Combination 1 U.S. Quarantine + USSR Covert Denial Selected U.S. Action: Naval Quar
PER-14,all_four_state_dimensions,tension,tension,68,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,ent remains skeptical but complies. 1 1 1 Triggers: Inevitable: Increased Tension 0.05 and Diplomatic Support adjustments 0.02 . 2 2 Potential: Alliance Strengthening if OAS endorses quaranti
PER-14,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),54,1;2;3;4;5;6;7;8;10;11;12;13;14;15;16;17;18;19;20;22,"l but complies. 1 1 1 Triggers: Inevitable: Increased Tension 0.05 and Diplomatic Support adjustments 0.02 . 2 2 Potential: Alliance Strengthening if OAS endorses quarantine, boosting diplomatic leverag"
PER-14,all_four_state_dimensions,public_opinion,public[ _-]?opinion,42,3;4;5;6;8;9;10;11;12;13;14;15;16;17;18;19;20;22;24,"ions (e.g., Jupiter missile swap) .3 Triggers: Diplomatic Support fluctuates; Public Opinion tests if terms appear weak .2 Result Logs for Strategic Action Combinations Combination 1 U.S. Quarantine + USSR Cov"
PER-14,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),45,1;3;4;5;6;7;8;9;10;11;13;14;15;16;17;18;19;21;22;24;25,"iate threat elimination. 1 1 Triggers: Inevitable: Tension surges 0.15 , Leadership Unity decline 0.10 .2 2 Potential: Military Conflict Risk Increased if Soviet forces retaliate .2 Rationale: State D"
PER-14,trigger_or_threshold,trigger_or_threshold,trigger|threshold,100,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24;25,"rough OAS, while Defense Department remains skeptical but complies. 1 1 1 Triggers: Inevitable: Increased Tension 0.05 and Diplomatic Support adjustments 0.02 . 2 2 Potential: Alliance Streng"
PER-14,variable_status_label,generic_variable_status,variable[ _-]?status,3,4;5,l: Diplomatic Isolation Diplomatic Support ≤ 0.5 Variable Matrix]. Reconfirm Variable Status: Predicted Variable Changes: Generated Triggers: Reconfirm Variable Status: Tension: 0.75 (exceeds 0.8 threshold; milit
PER-14,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,3,4;5,. Potential: Diplomatic Isolation Diplomatic Support ≤ 0.5 Variable Matrix]. Reconfirm Variable Status: Predicted Variable Changes: Generated Triggers: Reconfirm Variable Status: Tension: 0.75 (exceeds 0.8 threshold; milit
PER-14,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-14,metadata_labels_present,temperature_label,temperature,0,,
PER-14,metadata_labels_present,top_p_label,top[_ -]?p,1,7," Full Blockade Escalation Rationale: Defense Department advocates aggressively stopping all Soviet vessels to neutralize Cuba threat .45 Triggers: Inevitable: Tension 0.15, Diplomatic Support 0.0"
PER-14,metadata_labels_present,seed_label,seed,0,,
PER-14,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-14,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-15,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,24,3;4;5;6;11;15;19;23,"Unity ≤ 0.5 USSR_ Coup Risk_, U.S. Policy Confusion_ All actions evaluated via Variable-Decision Matrix prioritization. Military options dominate above Tension thresholds, while Diplomacy prevails under controlled escalatio"
PER-15,explicit_result_log_label,result_log,result[ _-]?log,4,3;4,"ve Tension thresholds, while Diplomacy prevails under controlled escalation. ⁂ RESULT LOG This section repeats for each combination) Alternative Plausible Paths Outcome: Tension_ crosses 0.8 → U.S. Military"
PER-15,all_four_state_dimensions,tension,tension,49,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20;21,": Public awareness surge → Public Opinion increases temporarily (rally effect), Tension rises marginally via Defense Prep 0.05 Potential: Soviets reject blockade → Diplomatic Support drops 0.02 if Allie"
PER-15,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),34,1;2;3;4;5;6;8;10;11;13;14;15;17;18," rises marginally via Defense Prep 0.05 Potential: Soviets reject blockade → Diplomatic Support drops 0.02 if Allies falter), USSR Covert Reactivation accelerates missile deployment 2 Inevitable: Tension spike "
PER-15,all_four_state_dimensions,public_opinion,public[ _-]?opinion,25,1;3;4;5;6;7;8;10;11;13;14;15;17;18,"y United States Strategic Alternatives 1 Inevitable: Public awareness surge → Public Opinion increases temporarily (rally effect), Tension rises marginally via Defense Prep 0.05 Potential: Soviets reject block"
PER-15,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),35,1;2;3;4;5;6;8;10;11;12;13;14;15;17;18;20,omatic Negotiation Disabled if Tension exceeds 0.8 Potential: Partial success → Leadership Unity strain 0.10) vs National Security gain Inevitable: Diplomatic Support boost 0.10 if negotiations succeed) Potential
PER-15,trigger_or_threshold,trigger_or_threshold,trigger|threshold,98,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23,ic pressure State Department preference) while maintaining military readiness. Triggers: 2. Air Strikes Followed by Invasion Pentagon Preference) Rationale: Rapid elimination of missiles aligns with Defens
PER-15,variable_status_label,generic_variable_status,variable[ _-]?status,5,3;4;5;6,"ily judged. After applying variable changes, you must respond to the Reconfirm Variable Status] request. Scenario Combination Name: [e.g., ""Most Plausible Path"", ""Hardline Response Path"", ""Diplomatic Resolution Pat"
PER-15,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,5,3;4;5;6,"e arbitrarily judged. After applying variable changes, you must respond to the Reconfirm Variable Status] request. Scenario Combination Name: [e.g., ""Most Plausible Path"", ""Hardline Response Path"", ""Diplomatic Resolution Pat"
PER-15,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-15,metadata_labels_present,temperature_label,temperature,0,,
PER-15,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-15,metadata_labels_present,seed_label,seed,0,,
PER-15,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-15,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-16,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,38,1;2;5;10;11;12;13;14;18;25,"odeling strategic decisions. All judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in "
PER-16,explicit_result_log_label,result_log,result[ _-]?log,1,1,"judgments must be based solely on the provided JSON files and the previous Turn Result Log, and must not reflect historical outcomes or modern interpretations. Proceed in Event units; after each Event, reflect "
PER-16,all_four_state_dimensions,tension,tension,43,2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;22;24, to halt → Blockade enforcement scenario.1 Potential: Exposed missile bases → Tension increase (per Variable Matrix: 0.05 .2 Rationale: Pentagonʼs high risk tolerance and military preference for decis
PER-16,all_four_state_dimensions,diplomatic_support_alias,diplomatic[ _-]?(?:support|room|engagement),27,2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;18;19;23,t → Freeze missile construction. Potential: Soviet denial → Escalated mistrust Diplomatic Support decrease) .2 1. Deterrence via Continued Deployment 2. Backchannel Negotiation 3. Deceptive Denial/Deception Scenario
PER-16,all_four_state_dimensions,public_opinion,public[ _-]?opinion,19,2;4;5;7;8;9;10;11;13;14;16;17;21,g missiles) and avoiding nuclear escalation.1 Next Triggers: Inevitable: U.S. public opinion shifts from unaware to cautious hawkishness upon missile revelation.1 Possible: Soviet ship refusal to halt → Blockad
PER-16,all_four_state_dimensions,leadership_unity_alias,leadership[ _-]?(?:unity|cohesion),30,4;5;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22;23,vil Unrest Risk Requires U.S. leaders to balance missile removal and war fears. Leadership Unity ≤ 0.5 → Coup Risk USSR Weakened Soviet consensus could trigger hardline military responses . Most Plausible Combinati
PER-16,trigger_or_threshold,trigger_or_threshold,trigger|threshold,82,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;21;22,"tations. Proceed in Event units; after each Event, reflect variable changes and triggers before moving to the next Event. Speculative reasoning or hindsight interpretation is strictly prohibited.Variables mu"
PER-16,variable_status_label,generic_variable_status,variable[ _-]?status,0,,
PER-16,explicit_reconfirm_variable_status,explicit_reconfirmation,reconfirm(?:ed)?[ _-]?variable[ _-]?status,0,,
PER-16,metadata_labels_present,model_identifier_label,(?:model|system)[ _-]?(?:name|version|identifier|id),0,,
PER-16,metadata_labels_present,temperature_label,temperature,0,,
PER-16,metadata_labels_present,top_p_label,top[_ -]?p,0,,
PER-16,metadata_labels_present,seed_label,seed,0,,
PER-16,metadata_labels_present,timestamp_label,(?:run|execution)[ _-]?(?:time|timestamp|date),0,,
PER-16,independent_checker_phrase,checker_phrase,independent (?:rule|transition|state) checker|deterministic (?:recalculation|recomputation|validator),0,,
PER-17,artifact_reference,artifact,\bJSON\b|Variable[-– ]Decision Matrix|\bVDM\b,16,1;4;7;11;13;15;19;20;25, decision points for both powers under their defined frameworks in the provided JSON files. Next Event Triggers Next Event Triggers Strategic Decision Modeling: Cuban Missile Crisis Event 1 0. Event Con
PER-17,explicit_result_log_label,result_log,result[ _-]?log,2,4;15,sis2 3 12 Strategic Action Combinations: Predicted Variable Changes and Result Logs 1. Most Plausible Path: U.S. Quarantine + Soviet Covert Deployment Selected Actor U.S.: Department of Defense Action
PER-17,all_four_state_dimensions,tension,tension,86,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;24,"ting State Department goals of international coalition-building)1 Inevitable: Tension ↑ (from Defense_Prep adjustments: Tension 0.05, Diplomatic_Support ↓0.02 )2 Potential: Diplomatic Isolation (if OAS/"
