check_id,run_id,source_file,source_sha256,page,page_end,turn,turn_precision,branch,unit,requirement_id,domain,rule_file,rule_path,rule_type,applicability,expected_observation,status,reported_value,recalculated_value,evidence_quote,judgment_basis,method,review_completed,limitation_category,human_review_required,input_version_caveat,does_not_certify,source_page_text
CLA-02-EU-004-MAP,CLA-02,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,6c6f488169edae35c15cc3b485683c2d6e85c599b4f7ef1100d23589f0cb98c7,7,7,T1,fixed source-reviewed result-block assignment,"RESULT LOG - ALTERNATIVE PATH 1
Scenario Combination Name: Hardline Military Response Path Selected Actor: United States Selected Action: Surgical Air Strikes Predicted Variable Change: • tension: +0.15 (per Variable-Decision Matrix ""Strike"" event) • diplomatic_support: -0.05 (per Variable-Decision Matrix ""Strike"" event) • public_opinion: -0.05 (per Variable-Decision Matrix ""Strike"" event) • leadership_unity: -0.10 (per Variable-Decision Matrix ""Strike"" event)",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,"Selected Actor: Soviet Union Selected Action: Military Alert and Deterrent Preparation Predicted Variable Change: • tension: +0.45 (per Soviet effect_rules ""military_alert"") • diplomatic_support: No specific rule • public_opinion: No change (military preparations not public) • leadership_unity: +0.65 (per Soviet effect_rules ""military_alert"") Combined Effect: tension: +0.60, diplomatic_support: -0.05, public_opinion: -0.05, leadership_unity: +0.55 Generated Triggers: • [Risk of Soviet Tactical Nuclear Response] • [NATO Alliance Crisis] ",소련 배치 가속/군사 대비를 국가 경계 효과로 연결한다. 국가별 상태를 단일 합계로 통합하는 규칙은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-02-EU-005-MAP,CLA-02,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,6c6f488169edae35c15cc3b485683c2d6e85c599b4f7ef1100d23589f0cb98c7,7,8,T1,fixed source-reviewed result-block assignment,RESULT LOG - ALTERNATIVE PATH 2 Scenario Combination Name: Diplomatic Resolution Path,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Selected Actor: United States Selected Action: Diplomatic Freeze with UN Inspection Predicted Variable Change: • tension: -0.05 (per Variable-Decision Matrix ""Diplomatic_Success"" - assuming initial acceptance) • diplomatic_support: +0.10 (per Variable-Decision Matrix ""Diplomatic_Success"") • public_opinion: +0.05 (per Variable-Decision Matrix ""Diplomatic_Success"")
• leadership_unity: +0.05 (per Variable-Decision Matrix ""Diplomatic_Success"") ",UN 사찰·동결 제안의 초기 수용을 명시적으로 예측하고 상대 소련 비밀 교섭과 결합한다. 조건부 성공 경로의 의미 대응이다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-02-EU-006-MAP,CLA-02,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,6c6f488169edae35c15cc3b485683c2d6e85c599b4f7ef1100d23589f0cb98c7,8,8,T1,fixed source-reviewed result-block assignment,"RESULT LOG - ALTERNATIVE PATH 2 Scenario Combination Name: Diplomatic Resolution Path Selected Actor: United States Selected Action: Diplomatic Freeze with UN Inspection Predicted Variable Change: • tension: -0.05 (per Variable-Decision Matrix ""Diplomatic_Success"" - assuming initial acceptance) • diplomatic_support: +0.10 (per Variable-Decision Matrix ""Diplomatic_Success"") • public_opinion: +0.05 (per Variable-Decision Matrix ""Diplomatic_Success"")
• leadership_unity: +0.05 (per Variable-Decision Matrix ""Diplomatic_Success"")",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,,,"Selected Actor: Soviet Union Selected Action: Secret Diplomatic Outreach Predicted Variable Change: • No direct effect rules for secret diplomacy in Soviet JSON • Applying general diplomatic approach: minimal immediate variable change Combined Effect: tension: -0.05, diplomatic_support: +0.10, public_opinion: +0.05, leadership_unity: +0.05 Generated Triggers: • [Public Revelation Required Soon] • [Military Hawks Opposition in Both Countries] ",소련 비밀 교섭에는 minimal/no immediate effect를 기록하며 미국에 공동 성공 효과를 적용한다. 공동사건과 국가별 독립 효과 적용 단위가 원 VDM에 정의되지 않았다.,"AI direct source interpretation, frozen annotation",True,rule_ambiguous,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-001-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,6,7,T1,fixed source-reviewed result-block assignment,"RESULT LOG - Scenario 1: ""Measured Confrontation Path"" Combination: U.S. Naval Quarantine + Soviet Diplomatic Denial/Negotiation United States •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,,,"Selected Actor: United States • Selected Action: Naval Quarantine/Blockade • Predicted Variable Change (from effect_rules in US JSON): • tension: +0.3
• leadership_unity: +0.8 Generated Triggers: • Soviet ship confrontation at quarantine line • International diplomatic pressure for negotiations Soviet Union • ",이 결과로그는 국가 effect_rules에서 왔다고만 기록하고 어떤 효과 항목을 적용했는지 명시하지 않는다. 앞선 대안의 집계와도 다른 벡터이다. 숫자로 military_alert/covert_detection을 역추정하여 채우지 않는다.,"AI direct source interpretation, frozen annotation",True,record_effect_mapping_unreported,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-002-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,7,7,T1,fixed source-reviewed result-block assignment,"RESULT LOG - Scenario 1: ""Measured Confrontation Path"" Combination: U.S. Naval Quarantine + Soviet Diplomatic Denial/Negotiation United States • Selected Actor: United States • Selected Action: Naval Quarantine/Blockade • Predicted Variable Change (from effect_rules in US JSON): • tension: +0.3
• leadership_unity: +0.8 Generated Triggers: • Soviet ship confrontation at quarantine line • International diplomatic pressure for negotiations Soviet Union •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,,,Selected Actor: Soviet Union • Selected Action: Diplomatic Denial and Negotiation • Predicted Variable Change (from effect_rules in Soviet JSON): • tension: +0.45 • diplomatic_room: +0.6 Generated Triggers: • Secret backchannel communications initiated • Continued covert missile deployment attempts ,이 결과로그는 국가 effect_rules에서 왔다고만 기록하고 어떤 효과 항목을 적용했는지 명시하지 않는다. 앞선 대안의 집계와도 다른 벡터이다. 숫자로 military_alert/covert_detection을 역추정하여 채우지 않는다.,"AI direct source interpretation, frozen annotation",True,record_effect_mapping_unreported,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-003-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,7,7,T1,fixed source-reviewed result-block assignment,"RESULT LOG - Scenario 2: ""Military Escalation Path"" Combination: U.S. Air Strikes + Soviet Military Alert United States •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: United States • Selected Action: Immediate Air Strikes • Predicted Variable Change (from event_driven_adjustments): • Using ""Strike"" parameters: • tension: +0.15 • diplomatic_support: -0.05 • public_opinion: -0.05 • leadership_unity: -0.10 Generated Triggers: • Soviet tactical nuclear response consideration • International condemnation of unilateral action Soviet Union • ",실제 즉각 공습과 명시 Strike 효과가 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-004-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,7,8,T1,fixed source-reviewed result-block assignment,"RESULT LOG - Scenario 2: ""Military Escalation Path"" Combination: U.S. Air Strikes + Soviet Military Alert United States • Selected Actor: United States • Selected Action: Immediate Air Strikes • Predicted Variable Change (from event_driven_adjustments): • Using ""Strike"" parameters: • tension: +0.15 • diplomatic_support: -0.05 • public_opinion: -0.05 • leadership_unity: -0.10 Generated Triggers: • Soviet tactical nuclear response consideration • International condemnation of unilateral action Soviet Union •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,"Selected Actor: Soviet Union
• Selected Action: Military Alert and Deterrence Posture • Predicted Variable Change (from effect_rules in Soviet JSON): • tension: +0.45 • leadership_unity: +0.65 Generated Triggers: • Nuclear forces on high alert • Cuban defensive preparations intensified ",소련의 선택 자체가 Military Alert and Deterrence Posture이고 해당 국가 경계 효과의 행동 의미와 대응한다. 일반 effect_rules 표기만으로 다른 행동에 수치를 역귀속한 것이 아니다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-005-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,8,8,T1,fixed source-reviewed result-block assignment,"RESULT LOG - Scenario 3: ""Diplomatic-Military Mismatch Path"" Combination: U.S. Diplomatic Freeze + Soviet Accelerated Deployment United States •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,판정 불가,Diplomatic_Success,,"Selected Actor: United States • Selected Action: Diplomatic Freeze Initiative • Predicted Variable Change (approximating with ""Diplomatic_Success"" partial values): • tension: -0.05 • diplomatic_support: +0.10 • public_opinion: +0.05 • leadership_unity: +0.05 Generated Triggers: • UN Security Council emergency session • Domestic criticism for weak response Soviet Union • ",UN 동결 제안을 하고 소련은 계속 배치를 가속하는 경로이다. 교섭 수용/성공 결과가 없으며 partial approximation이라는 표현을 쓴다. 초기 제안과 성공의 경계는 원 규칙에 정의되지 않았다.,"AI direct source interpretation, frozen annotation",True,rule_ambiguous,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-006-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,8,9,T1,fixed source-reviewed result-block assignment,"RESULT LOG - Scenario 3: ""Diplomatic-Military Mismatch Path"" Combination: U.S. Diplomatic Freeze + Soviet Accelerated Deployment United States • Selected Actor: United States • Selected Action: Diplomatic Freeze Initiative • Predicted Variable Change (approximating with ""Diplomatic_Success"" partial values): • tension: -0.05 • diplomatic_support: +0.10 • public_opinion: +0.05 • leadership_unity: +0.05 Generated Triggers: • UN Security Council emergency session • Domestic criticism for weak response Soviet Union •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:covert_detection,,"Selected Actor: Soviet Union • Selected Action: Accelerate Missile Deployment • Predicted Variable Change (from effect_rules - using ""covert_detection""): • tension: +0.45 • diplomatic_room: +0.6
Generated Triggers: • Additional missiles becoming operational • U.S. intelligence detecting continued deployment ",소련 배치를 가속하고 미국이 continued deployment를 실제 탐지하는 예측 사건을 명시해 발견 효과와 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-007-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,14,14,T2,fixed source-reviewed result-block assignment,RESULT LOGS - TURN 2 SCENARIO 1 - Most Plausible: Maintain Blockade + Halt and Negotiate •,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"U.S. Action Effect: ""Defense_Prep"" → tension +0.05, diplomatic_support -0.02, public_opinion -0.02, leadership_unity -0.05 • ",p14 실제 선택된 봉쇄 유지/집행 강화에 준비 효과를 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-008-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,14,14,T2,fixed source-reviewed result-block assignment,"RESULT LOGS - TURN 2 SCENARIO 1 - Most Plausible: Maintain Blockade + Halt and Negotiate • U.S. Action Effect: ""Defense_Prep"" → tension +0.05, diplomatic_support -0.02, public_opinion -0.02, leadership_unity -0.05 •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Soviet Action Effect: ""Diplomatic_Success"" → tension -0.05, diplomatic_support +0.10, public_opinion +0.05, leadership_unity +0.05 Updated Variables: • tension: 1.0 + 0.05 - 0.05 = 1.0 • diplomatic_support: 1.0 - 0.02 + 0.10 = 1.0 (clamped) • public_opinion: 0.5 - 0.02 + 0.05 = 0.53 • leadership_unity: 1.0 - 0.05 + 0.05 = 1.0 SCENARIO 2 - Most Plausible: Increase Enforcement + Tactical Alert • ",p14 소련이 실제 중지와 협상 개설을 선택해 외교 진전과 연결한다. 임계값 집행은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-009-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,14,14,T2,fixed source-reviewed result-block assignment,"RESULT LOGS - TURN 2 SCENARIO 1 - Most Plausible: Maintain Blockade + Halt and Negotiate • U.S. Action Effect: ""Defense_Prep"" → tension +0.05, diplomatic_support -0.02, public_opinion -0.02, leadership_unity -0.05 • Soviet Action Effect: ""Diplomatic_Success"" → tension -0.05, diplomatic_support +0.10, public_opinion +0.05, leadership_unity +0.05 Updated Variables: • tension: 1.0 + 0.05 - 0.05 = 1.0 • diplomatic_support: 1.0 - 0.02 + 0.10 = 1.0 (clamped) • public_opinion: 0.5 - 0.02 + 0.05 = 0.53 • leadership_unity: 1.0 - 0.05 + 0.05 = 1.0 SCENARIO 2 - Most Plausible: Increase Enforcement + Tactical Alert •",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Defense_Prep,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Defense_Prep,,"U.S. Action Effect: ""Defense_Prep"" → tension +0.05, diplomatic_support -0.02, public_opinion -0.02, leadership_unity -0.05 • ",p14 실제 선택된 봉쇄 유지/집행 강화에 준비 효과를 연결한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-010-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,14,15,T2,fixed source-reviewed result-block assignment,"= 1.0 SCENARIO 2 - Most Plausible: Increase Enforcement + Tactical Alert • U.S. Action Effect: ""Defense_Prep"" → tension +0.05, diplomatic_support -0.02, public_opinion -0.02, leadership_unity -0.05 • ",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,"Soviet Action Effect: ""military_alert"" → tension +0.45, leadership_unity +0.65 Updated Variables: • tension: 1.0 + 0.05 + 0.45 = 1.0 (clamped) • diplomatic_support: 0.45 - 0.02 = 0.43 • public_opinion: 0.45 - 0.02 = 0.43 • leadership_unity: 1.0 - 0.05 + 0.65 = 1.0 (clamped)
SCENARIO 3 - Most Plausible: UN Proposal + Missile Trade Offer • ",p14 소련 전술 경계 상승이라는 구체 선정 행동과 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-011-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,15,15,T2,fixed source-reviewed result-block assignment,"d) • diplomatic_support: 0.45 - 0.02 = 0.43 • public_opinion: 0.45 - 0.02 = 0.43 • leadership_unity: 1.0 - 0.05 + 0.65 = 1.0 (clamped)
SCENARIO 3 - Most Plausible: UN Proposal + Missile Trade Offer • ",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"U.S. Action Effect: ""Diplomatic_Success"" → tension -0.05, diplomatic_support +0.10, public_opinion +0.05, leadership_unity +0.05 • ",p14–15 미국 UN 제안과 소련 미사일 거래 제안의 상호 교섭 경로를 실제 선택했다. 반복 가능성/최종 타결은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-03-EU-012-MAP,CLA-03,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,b38d30d7290f6dd06dfdd11e9e91d690046307e35d589010665a82cf73f85c9c,15,16,T2,fixed source-reviewed result-block assignment,"ed)
SCENARIO 3 - Most Plausible: UN Proposal + Missile Trade Offer • U.S. Action Effect: ""Diplomatic_Success"" → tension -0.05, diplomatic_support +0.10, public_opinion +0.05, leadership_unity +0.05 • ",explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Diplomatic_Success,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Diplomatic_Success,,"Soviet Action Effect: ""Diplomatic_Success"" → tension -0.05, diplomatic_support +0.10, public_opinion +0.05, leadership_unity +0.05 Updated Variables: • tension: 0.90 - 0.05 - 0.05 = 0.80 • diplomatic_support: 1.0 + 0.10 + 0.10 = 1.0 (clamped) • public_opinion: 0.55 + 0.05 + 0.05 = 0.65 • leadership_unity: 0.55 + 0.05 + 0.05 = 0.65",p14–15 미국 UN 제안과 소련 미사일 거래 제안의 상호 교섭 경로를 실제 선택했다. 반복 가능성/최종 타결은 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-04-EU-001-MAP,CLA-04,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,40ed9943db9822e0a9e63d8f4a7e9b9b6d53c0b5bc29ac3b092464de64a84acd,5,6,T1,fixed source-reviewed result-block assignment,RESULT LOG - United States] • Scenario Combination Name: Most Plausible Path (Naval Quarantine + Military Alert) •,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,US:military_alert,,"Selected Actor: United States • Selected Action: Naval Quarantine/Blockade • Predicted Variable Change:
• tension: +0.3 (from US effect_rules: ""military_alert"") • leadership_unity: +0.8 (from US effect_rules: ""military_alert"") • diplomatic_support: No direct rule provided • public_opinion: No direct rule provided Generated Triggers: • Soviet ships approaching blockade line • Required OAS/UN backing for legitimacy [RESULT LOG - Soviet Union] • Scenario Combination Name: Most Plausible Path (Naval Quarantine + Military Alert) • ",실제 검역/봉쇄 집행과 미국 경계 효과가 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-04-EU-002-MAP,CLA-04,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,40ed9943db9822e0a9e63d8f4a7e9b9b6d53c0b5bc29ac3b092464de64a84acd,6,6,T1,fixed source-reviewed result-block assignment,RESULT LOG - Soviet Union] • Scenario Combination Name: Most Plausible Path (Naval Quarantine + Military Alert) •,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,SU:military_alert,,"Selected Actor: Soviet Union • Selected Action: Military Alert and Deterrent Posture • Predicted Variable Change: • tension: +0.45 (from Soviet effect_rules: ""military_alert"") • leadership_unity: +0.65 (from Soviet effect_rules: ""military_alert"") • diplomatic_support: No direct rule provided • public_opinion: No direct rule provided Generated Triggers: • Elevated military readiness status • Urgent Presidium deliberations [",소련 군사 경계·억제 태세와 대응한다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
CLA-04-EU-003-MAP,CLA-04,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,40ed9943db9822e0a9e63d8f4a7e9b9b6d53c0b5bc29ac3b092464de64a84acd,6,7,T1,fixed source-reviewed result-block assignment,RESULT LOG - United States] • Scenario Combination Name: Hardline Response Path (Air Strikes + Tactical Nuclear Response) •,explicit action/effect source block,P-VDM-01;P-EFFECT-01,행동–VDM 사건 의미 대응,vdm/Variable-Decision Matrix.json,$.event_driven_adjustments.Strike,조건부 규칙,선정/예측 행동 또는 지정 사건에 효과를 연결한 경우,선정 경로의 실제 예측 행동 단계와 적용 VDM 사건 의미가 대응함,준수,Strike,,"Selected Actor: United States • Selected Action: Immediate Air Strikes • Predicted Variable Change: • tension: +0.15 (from Variable-Decision Matrix: ""Strike"")
• diplomatic_support: -0.05 (from Variable-Decision Matrix: ""Strike"") • public_opinion: -0.05 (from Variable-Decision Matrix: ""Strike"") • leadership_unity: -0.10 (from Variable-Decision Matrix: ""Strike"") Generated Triggers: • Soviet military retaliation • Potential incomplete missile destruction [RESULT LOG - Soviet Union] • Scenario Combination Name: Hardline Response Path (Air Strikes + Tactical Nuclear Response) • ",미국 즉각 공습과 소련 전술 핵 대응을 실제 무기 employment 경로로 예측하고 공격 효과를 적용한다. 조건·권한 준수는 별도다.,"AI direct source interpretation, frozen annotation",True,,True,Preserved input conditional audit; per-run execution attachment bytes unconfirmed,"complete effects, constants, state update, inheritance, authority, thresholds, narrative",
