check_id,run_id,turn,branch,actor,metric,unit,source_file,page,reviewed_pages,action,requirement_id,rule_quote,rule_locator,status,evidence,reason,unknown_reason,review_completed,human_review_required,assessment_class,record_scope,input_binding_uncertainty,reported_value,recomputed_value
AL-00011,CLA-02,T2,Primary;Military;Diplomatic,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,13,9;10;11;12;13;14;15,무장호위·군수중지·비밀제안; 핵시위·베를린반격·UN; 조건검증·상호철수·건설동결.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Freeze Construction Pending Talks,"UN 개입·건설 동결을 주선택으로, 체면 유지의 반격을 추가 대안으로 구별한다. 핵시위의 실제 승인까지 이 C에서 확정하지 않는다.",,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00012,CLA-02,T2,Primary,US-A04,명시 행위자 규칙 적용,explicit actor-rule observation,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,14,9;10;11;12;13;14;15,no public announcement yet,US-A04-CONSTRAINT01,"Lack of information and reliance on leadership: The public is operating in the dark until official communications are made. By Oct 21, they have no confirmed knowledge of the missiles (the White House deliberately kept it secret:contentReference[oaicite:37]{index=37}), so public opinion is speculative and heavily influenced by whatever signals or rumors emerge. They must trust the President once he addresses them, as he controls the flow of facts about the crisis.",$.actors[3].constraints[0],준수,no public announcement yet,공개 연설은 추가 대안이고 선택된 선별 격리 경로에는 공식 발표 전이라는 정보 경계를 유지한다. 국민이 비공개 사실을 알고 결정했다고 생성하지 않았다.,,True,True,AI 원문 의미 대조(인간 미확인),명시된 해당 행동·권한 전건에 한정,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00013,CLA-02,T3,Primary;Military;Diplomatic,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,16,16;17;18;19;20;21,격리·공개설명·완전봉쇄; 공습·피해평가·침공시한; 상호검증·교환·봉쇄중지.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Public Address to Nation/UN,공개 설명으로 국내·동맹 지지를 확보하고 군사 경로에서도 피해평가 정지를 선택한다. 고정 격추 사건의 실제 적용 누락 여부와 다른 지표다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00014,CLA-02,T3,Primary;Military;Diplomatic,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,17,16;17;18;19;20;21,군수중지·공수·베를린시한; 핵대응·해외기지재래식반격·UN휴전; 종합교환·건설동결·검증수용.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Accelerate Air Transport of Materials,"봉쇄를 우회하는 공수는 임무 성공 목표를, 동결·종합교환은 쿠바 보장과 전략 균형을 구현한다.",,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00015,CLA-02,T3,Primary,SU-A03,명시 행위자 규칙 적용,explicit actor-rule observation,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,17,16;17;18;19;20;21,mission success,SU-A03-WEIGHT-mission_success,0.4,$.actors[2].behavior_algorithm.priority_weights.mission_success,준수,mission success,봉쇄를 우회하는 물자 공수라는 행동에 원 .4 임무 성공 가중 목표를 연결한다. 자동 우승 또는 선택확률로 해석하지 않는다.,,True,True,AI 원문 의미 대조(인간 미확인),명시된 해당 행동·권한 전건에 한정,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00016,CLA-02,T4,Primary;Military;Diplomatic,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,23,22;23;24;25;26;27;28,해군압박중지·모스크바긴급통신·침공준비; 침공·잠수함기지공격·DEFCON2대기; 정상회담·비밀종합교환·UN.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Immediate Stand-Down of Naval Harassment,B59 사건의 위험을 해군 괴롭힘 중지·직접 교섭이라는 실제 선택에 연결한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00017,CLA-02,T4,Primary;Military;Diplomatic,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,23,22;23;24;25;26;27;28,협상중전략경계·대사관비밀제안·조건부정지; 핵승인·터키반격·평화제안; 정상회담수용·작업중지·휴전.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Order General Stand-Down with Conditions,평화 보존과 억제를 조건부 정지·준비·타결이라는 다른 수단으로 연결한다. 군부 핵 대안은 승인을 명시한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00018,CLA-02,T4,Primary,SU-A02,명시 행위자 규칙 적용,explicit actor-rule observation,runs/raw_logs/Claude_Opus_4/2. Strategic Decision Modeling Framework.pdf,23,22;23;24;25;26;27;28,Order General Stand-Down with Conditions,SU-A02-WEIGHT-preserve_peace,0.35,$.actors[1].behavior_algorithm.priority_weights.preserve_peace,준수,Order General Stand-Down with Conditions,원 .35 평화 보존 목표를 조건부 군사정지라는 구체 대안에 적용한다.,,True,True,AI 원문 의미 대조(인간 미확인),명시된 해당 행동·권한 전건에 한정,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00019,CLA-03,T2,Primary;Military;Diplomatic,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,13,10;11;12;13;14;15,봉쇄협상·공습준비; 제한공습·단속강화; UN중지·선별강화.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,UN-Mediated Pause Proposal,다자 동결과 단속 강화라는 서로 다른 위험 수준의 수단으로 제거·신뢰 목표를 추구한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00020,CLA-03,T2,Primary;Military;Diplomatic,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,11,10;11;12;13;14;15,선박정지·협상/민간선시험; 핵경계·봉쇄돌파명령; 터키교환·비밀배치.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Halt Ships and Open Negotiations,민간 선박 시험과 조건부 교환은 위험을 조절하며 체면·쿠바 안전을 추구한다. 경계와 즉시 핵 사용을 혼동하지 않았다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00021,CLA-03,T3,Primary;Military;Diplomatic,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,18,16;17;18;19;20;21,SAM보복·외교시한·침공준비; 전체공습·SAM만공격; UN·비밀시한.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Destroy SAM Sites Only,군사 경로에서도 SAM 제한 공격을 실제 선택해 단계적 대응을 구현했다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00022,CLA-03,T3,Primary;Military;Diplomatic,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,18,16;17;18;19;20;21,주권정당화·협상/최고경계; 핵승인·재래식방어; 종합타결·현장책임전가.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Conventional Defense Only,핵 승인을 추가 대안으로 남기면서 주선택은 재래식 방어여서 억제와 비확전을 함께 고려한다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00023,CLA-03,T3,Military,SU-A03,명시 행위자 규칙 적용,explicit actor-rule observation,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,18,16;17;18;19;20;21,Authorize Tactical Nuclear Use,SU-A03-CONSTRAINT02,Strict civilian control – must await political directives (cannot act independently to initiate hostilities):contentReference[oaicite:35]{index=35},$.actors[2].constraints[1],준수,Authorize Tactical Nuclear Use,추가 핵 대응은 국가의 사용 승인 대안으로 제시한다. 현장 지휘관 독자 발사와 구별한다.,,True,True,AI 원문 의미 대조(인간 미확인),명시된 해당 행동·권한 전건에 한정,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00024,CLA-03,T4,보존 T4 응답 없음,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,,,확인할 응답 없음.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],판정 불가,,T3 다음 최종보고서 요청으로 넘어가 T4의 행위자 행동을 직접 확인할 응답이 없다.,record_missing_or_incomplete,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00025,CLA-03,T4,보존 T4 응답 없음,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/3. Strategic Decision Modeling Protocol.pdf,,,확인할 응답 없음.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],판정 불가,,T4 국가별 행동·선택이 보존돼 있지 않다.,record_missing_or_incomplete,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00026,CLA-04,T2,Primary;Military;Diplomatic,US 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,12,9;10;11;12;13;14,격리외교·공습준비; 제한공습·긴급외교; 단속강화·공개시한.,US-A01-STANCE;US-A01-RISK_TOLERANCE;US-A01-GOAL01;US-A01-GOAL02;US-A01-GOAL03,"Determined to force the removal of Soviet nuclear missiles from Cuba, favoring a naval quarantine (blockade) as the initial step rather than an immediate air strike:contentReference[oaicite:0]{index=0}. Kennedy believes that inaction is the greatest danger – the United States cannot simply live with the missiles (“doing nothing” is unacceptable):contentReference[oaicite:1]{index=1}. His approach is firm but measured: demand dismantlement of the Cuban missile bases, while avoiding steps that would needlessly provoke a nuclear war. | medium | Eliminate the threat of Soviet nuclear missiles in Cuba (ensure all offensive weapons are removed):contentReference[oaicite:4]{index=4} | Avoid a nuclear war while resolving the crisis (find a way to compel Soviet retreat without escalating to full conflict) | Maintain U.S. credibility and strength in the Cold War context (demonstrate that the U.S. will confront Soviet challenges, to deter future threats):contentReference[oaicite:5]{index=5}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,Public Ultimatum with Deadline,군부 압박과 대통령 외교를 대안으로 두고 국내 강경 압박을 공개 시한의 이유로 연결했다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
AL-00027,CLA-04,T2,Primary;Military;Diplomatic,SU 국가 행동군,행동군 목표·성향 대응,run-turn-country preserved action set,runs/raw_logs/Claude_Opus_4/4. Strategic Decision Modeling Protocol.pdf,13,9;10;11;12;13;14,봉쇄시험·비밀협상; 핵시위·긴급정지; 군수정지·배치활성가속.,SU-A01-STANCE;SU-A01-RISK_TOLERANCE;SU-A01-GOAL01;SU-A01-GOAL02;SU-A01-GOAL03,"Covertly offensive deterrence strategy (intimidate US to protect Cuba without provoking outright war):contentReference[oaicite:0]{index=0} | High (willing to take significant risks like secret missile deployment, though hoping to avoid nuclear war):contentReference[oaicite:4]{index=4}:contentReference[oaicite:5]{index=5} | Deter U.S. invasion of Cuba and safeguard the Castro regime:contentReference[oaicite:9]{index=9}:contentReference[oaicite:10]{index=10} | Redress strategic imbalance with the U.S. by forward-deploying nuclear missiles (gain leverage and prestige):contentReference[oaicite:11]{index=11}:contentReference[oaicite:12]{index=12} | Maintain Soviet credibility as leader of the socialist camp by standing firm in the Western Hemisphere:contentReference[oaicite:13]{index=13}",$.actors[0].stance | $.actors[0].risk_tolerance | $.actors[0].goals[0] | $.actors[0].goals[1] | $.actors[0].goals[2],준수,"Halt Military Shipments, Continue Civilian",부분 이행과 가속 배치는 체면·배치 완수·전쟁 회피의 절충이다. military hardliners controlling decisions가 정치적 승인 없이 실행한 것인지는 단독으로 확정하지 않는다.,,True,True,AI 원문 의미 대조(인간 미확인),나열된 분기의 모든 보존 행동대안·주요 선택에 대한 국가 목표·성향 대응. 기관별 권한·정보·가중치 집행 전체를 뜻하지 않음.,보존 공통 JSON 기준 조건부 대조. 실행별 실제 첨부 버전은 별도 결합 검증 범위.,,
