execution_id,system,raw_log_path,source_pdf_sha256,original_outcome,status,outcome_5,recoding_changed,source_branch,selection_evidence,terminal_evidence,reasoning,common_state,actor_states,state_pages,limitations
Claude_Opus_4-20,Claude Opus 4,runs/raw_logs/Claude_Opus_4/20. Strategic Decision Modeling Protocol.pdf,140f97c1fe5bcdeecb443b961d760f556823b2c59f8599d0117a7a94b159194c,Internal collapse,confirmed,Protracted stalemate,True,Most Plausible quarantine + secret diplomacy -> Scenario 1 DEFCON 2/dual track -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""Most Plausible Path: U.S. Quarantine + Soviet Secret Diplomacy""}, {""page"": 27, ""excerpt"": ""Scenario 1 - Most Plausible (US Hold DEFCON 2 + USSR Dual Track)""}]","[{""page"": 31, ""excerpt"": ""The scenario concludes with both superpowers poised at the precipice of nuclear war, yet still maintaining tenuous communication channels.""}, {""page"": 31, ""excerpt"": ""the situation reached a state of maximum tension with military forces at highest readiness and diplomatic options severely constrained.""}]","The primary narrative matches the initial and final choices, ending in unresolved confrontation. Soviet leadership division creates policy incoherence but no actual governmental collapse.",,"{""United States"": [0.75, 0.45, 0.45, 1.0], ""Soviet Union"": [0.65, 0.45, 0.45, 0.4]}",[27],Actor-specific states kept separate; no collapse inferred from low unity.
Claude_Opus_4-21,Claude Opus 4,runs/raw_logs/Claude_Opus_4/21. Strategic Decision Modeling Protocol.pdf,5ee44e1ed46e15915bd9c886afecd1bd24314e9cb01852c1cef874e5cef627f7,Diplomatic resolution,withheld,,False,Most Plausible quarantine + diplomatic engagement/denial -> The Razor's Edge Accord,"[{""page"": 4, ""excerpt"": ""Most Plausible Path: U.S. Quarantine + Soviet Diplomatic Engagement with Denial""}, {""page"": 30, ""excerpt"": ""Scenario Planning Report: Most Plausible Path""}]","[{""page"": 33, ""excerpt"": ""the framework for a negotiated settlement emerged""}, {""page"": 33, ""excerpt"": ""The successful resolution without war would likely reshape future international relations.""}, {""page"": 33, ""excerpt"": ""optimal conditions for negotiated settlement without war""}]","Main linkage is explicit, but final evaluation describes only conditions/framework for settlement while simultaneously referring to successful resolution. It does not establish whether agreement was completed or confrontation remained unresolved.","[0.55, 1, 0.85, 1]",,[28],Reported state cannot resolve the mixed terminal characterization; no settlement is inferred from favorable variables.
Claude_Opus_4-22,Claude Opus 4,runs/raw_logs/Claude_Opus_4/22. Strategic Decision Modeling Protocol.pdf,d074b16e3594924462b1c7d66b1276a5e557b97922f485b616c78fb2455293b5,Protracted stalemate,confirmed,Protracted stalemate,False,Most Plausible quarantine + defensive alert/diplomatic probe -> Scenario 1 controlled engagement/defensive positions -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""Most Plausible Path: U.S. Naval Quarantine + Soviet Defensive Alert/Diplomatic Probe""}, {""page"": 24, ""excerpt"": ""Most Plausible: U.S. Controlled Engagement + Soviet Order Defensive Positions""}]","[{""page"": 32, ""excerpt"": ""The international system entered a state of unstable equilibrium—peace preserved but at the cost of sustained maximum tension.""}]",The matching primary narrative ends in sustained maximum tension without a completed agreement or general war. Actual nuclear employment is confined to a separately identified alternative path.,"[0.925, 0.56, 0.51, 0.45]",,[28],No nuclear-war label is borrowed from Scenario 2.
Claude_Opus_4-23,Claude Opus 4,runs/raw_logs/Claude_Opus_4/23.Strategic Decision Modeling Protocol.pdf,286ed2b46996ee5f703069d95d599a17d5b40279c8e8653363fd76a7fc8b48bf,Internal collapse,confirmed,Protracted stalemate,True,Most Plausible quarantine + denial/continuation -> Scenario 1 DEFCON 2 restraint/submarine withdrawal -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""Most Plausible Path: U.S. Quarantine + Soviet Denial/Continuation""}, {""page"": 21, ""excerpt"": ""Most Plausible Combination: U.S. Maintains DEFCON 2 with Restraint + Soviet Withdraws Submarines""}]","[{""page"": 22, ""excerpt"": ""Continued nuclear standoff""}, {""page"": 28, ""excerpt"": ""While full-scale nuclear war has not erupted, the situation remains extraordinarily dangerous.""}]",Primary lineage matches the narrative and ends in an unresolved nuclear standoff after earlier limited strikes. Collapse of diplomatic channels is not government/system collapse.,"[1, 0.43, 0.43, 0.95]",,[22],Diplomatic-room dimension is not substituted for the four common state variables.
Claude_Opus_4-24,Claude Opus 4,runs/raw_logs/Claude_Opus_4/24. Strategic Decision Modeling Protocol.pdf,822278632565a419957939665a946d23b1996d89c719f726bcdc7e6bf50c8934,Diplomatic resolution,confirmed,Diplomatic resolution,False,Most Plausible quarantine + diplomatic negotiation -> backchannel/compromise -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""Most Plausible Path: U.S. Naval Quarantine + Soviet Diplomatic Negotiation""}, {""page"": 28, ""excerpt"": ""Combination 1 - Most Plausible Path (Turn 4)""}]","[{""page"": 32, ""excerpt"": ""The crisis concluded with a negotiated settlement that removed Soviet missiles from Cuba""}, {""page"": 33, ""excerpt"": ""ultimate diplomatic resolution""}]",The matching preferred branch's compromise leads to an explicitly completed negotiated settlement and missile removal.,"[0.65, 1, 0.8, 0.81]",,[28],No government-collapse outcome borrowed from the separately labeled hardline path.
Claude_Opus_4-25,Claude Opus 4,runs/raw_logs/Claude_Opus_4/25. Strategic Decision Modeling Protocol.pdf,2f6cac443ec1cf8b7d33cca5e1f424a04d3bed2d80d10edca11eb64b73791b06,Protracted stalemate,confirmed,Diplomatic resolution,True,Primary quarantine + diplomatic engagement/continued deployment -> direct communication/missile trade -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""Primary Path: U.S. Quarantine + Soviet Diplomatic Engagement with Continued Deployment""}, {""page"": 30, ""excerpt"": ""PRIMARY PATH - Most Plausible: U.S. Direct Communication + Soviet Missile Trade Proposal""}]","[{""page"": 37, ""excerpt"": ""The crisis concluded with Soviet missiles withdrawn from Cuba in exchange for a secret American commitment to remove Jupiter missiles from Turkey and a public pledge not to invade Cuba.""}]","Initial primary choices and final trade proposal are retold consistently, followed by an explicit completed exchange/withdrawal outcome. Earlier SAM retaliation is not the terminal outcome.","[0.9, 1, 0.66, 1]",,[31],Narrative resolution and printed high tension coexist; reported state is retained without certifying cross-representation consistency.
Claude_Opus_4-26,Claude Opus 4,runs/raw_logs/Claude_Opus_4/26. Strategic Decision Modeling Protocol.pdf,7e77386b1508cb0ccb67234a4c65ac36e1ba14a49f024211c4968f9d6dec192e,Internal collapse,confirmed,Protracted stalemate,True,Most Plausible quarantine + engagement/denial -> Combination 1 secret communication/negotiation acceptance -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""Most Plausible Path: U.S. Quarantine + Soviet Diplomatic Engagement with Denial""}, {""page"": 23, ""excerpt"": ""MOST PLAUSIBLE COMBINATION: U.S. Secret Communication + Soviet Negotiation Acceptance""}]","[{""page"": 32, ""excerpt"": ""The scenario culminated in a state of maximum tension with secret negotiations underway.""}, {""page"": 32, ""excerpt"": ""both nations remained at peak military readiness with nuclear forces on hair-trigger alert.""}]",The preferred path explicitly ends with ongoing secret negotiations and maximum military readiness; neither agreement completion nor governmental collapse occurs.,"[0.95, 1, 0.53, 0.95]",,"[23, 24]","Final main-combination updated state directly printed, not reconstructed."
Claude_Opus_4-27,Claude Opus 4,runs/raw_logs/Claude_Opus_4/27. Strategic Decision Modeling Protocol.pdf,74ebc65e71943daab5b1d67c2f483bc0681058e99d10903ee21cd20e8d26f517,Diplomatic resolution,confirmed,Protracted stalemate,True,Most Plausible quarantine + military alert -> halt depth charging/withdrawal announcement -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""Most Plausible Path: U.S. Quarantine + Soviet Military Alert""}, {""page"": 26, ""excerpt"": ""Most Plausible Path - Turn 4 Results""}]","[{""page"": 29, ""excerpt"": ""the Soviets announced conditional withdrawal terms""}, {""page"": 30, ""excerpt"": ""the international system remained at peak tension with diplomatic mechanisms severely strained.""}]","Matching main path reopens diplomacy with conditional terms and tactical restraint, but no acceptance or completed withdrawal is reported. Generic rhetoric about resolution is bounded by the explicit unresolved peak-tension ending.","[0.95, 0.6, 0.55, 0.7]",,[26],Conditional withdrawal announcement is not treated as a completed negotiated agreement.
Claude_Opus_4-28,Claude Opus 4,runs/raw_logs/Claude_Opus_4/28. Strategic Decision Modeling Protocol.pdf,b8f3364ae20410873bc6b6a153c4f6b11b653f6b27b8b1a574020e2e6869a337,Protracted stalemate,confirmed,Protracted stalemate,False,PRIMARY quarantine + military alert -> 24-hour pause/partial withdrawal announcement -> The Razor's Edge,"[{""page"": 4, ""excerpt"": ""PRIMARY PATH: U.S. Naval Quarantine + Soviet Military Alert""}, {""page"": 29, ""excerpt"": ""PRIMARY PATH - Most Plausible: U.S. 24-Hour Pause + Soviet Partial Withdrawal""}]","[{""page"": 36, ""excerpt"": ""maximum tension partially reduced but far from resolved""}, {""page"": 36, ""excerpt"": ""the fundamental disputes remain unaddressed.""}]",The selected lineage's limited pause and partial-withdrawal announcement leave the crisis explicitly unresolved. Mid-course SAM retaliation does not override terminal standoff.,,"{""shared_dimensions"": {""tension"": 0.8, ""diplomatic_support"": 0.51, ""public_opinion"": 0.46}, ""leadership_unity"": {""United States"": 0.55, ""Soviet Union"": 0.75}}",[30],Actor-specific leadership unity retained separately; no common vector synthesized.
Claude_Opus_4-29,Claude Opus 4,runs/raw_logs/Claude_Opus_4/29. Strategic Decision Modeling Protocol.pdf,58e8e1c1071435670fd7047ff623809184435745bb9882b7c8b5d9f752051541,Full-scale war,confirmed,Diplomatic resolution,True,PRIMARY quarantine + secret diplomacy -> Measured Confrontation -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""PRIMARY PATH: U.S. Quarantine + Soviet Secret Diplomacy""}, {""page"": 23, ""excerpt"": ""RESULT LOG - MEASURED CONFRONTATION PATH (MOST PLAUSIBLE)""}, {""page"": 28, ""excerpt"": ""SCENARIO PLANNING REPORT: MEASURED CONFRONTATION""}]","[{""page"": 31, ""excerpt"": ""the crisis ended with Soviet withdrawal from Cuba""}, {""page"": 31, ""excerpt"": ""Kennedy forced missile removal while Khrushchev secured Cuba's survival as a socialist state.""}]","Main path is explicitly named in the final report. Proposed reciprocal de-escalation culminates in reported withdrawal with private concessions, not actual broad war.","[0.9, 1, 1, 0.95]",,[23],Narrative completion does not independently validate the printed high-tension vector.
Claude_Opus_4-30,Claude Opus 4,runs/raw_logs/Claude_Opus_4/30. Strategic Decision Modeling Protocol.pdf,b2d21bce34c5189b872a0904e6ffd2720ff48da70483eee12737cde23898c37a,Diplomatic resolution,confirmed,Protracted stalemate,True,Most Plausible quarantine + diplomatic denial -> Scenario 1 secret channel/controlled de-escalation -> The Razor's Edge,"[{""page"": 3, ""excerpt"": ""MOST PLAUSIBLE: U.S. Quarantine + Soviet Diplomatic Denial""}, {""page"": 22, ""excerpt"": ""MOST PLAUSIBLE: U.S. Secret Channel + Soviet Controlled De-escalation""}]","[{""page"": 28, ""excerpt"": ""Soviet missiles remained in Cuba while under blockade, American demands for removal went unmet.""}, {""page"": 29, ""excerpt"": ""situation crystallized into a dangerous but stable standoff""}]","The preferred lineage and matching report explicitly retain missiles, blockade and unmet demands, with negotiations continuing rather than a completed settlement.","[0.9, 0.63, 0.58, 0.95]",,[25],Separate general-war and diplomatic-success narratives are not substituted for the primary path.
Perplexity_RAG-01,Perplexity Pro,runs/raw_logs/Perplexity_RAG/1. Strategic Decision Modeling_ U.S. Discovery of Cub.pdf,3a5f70972ae4b178b2ba9ff51b3127770e918103fe41b688c11032b827bb532c,Full-scale war,withheld,,False,Most Plausible Path / The Brinkmanship Ballet,"[{""page"": 15, ""excerpt"": ""Most Plausible Path Update""}, {""page"": 17, ""excerpt"": ""Scenario Combination: Most Plausible Path""}]","[{""page"": 19, ""excerpt"": ""Full-scale war averted, but a protracted stalemate emerged. Missiles removed in secret tradeoffs""}, {""page"": 20, ""excerpt"": ""Stalemate with missiles withdrawn via backchannel deals""}]",The selected final narrative simultaneously asserts unresolved stalemate and completed negotiated missile withdrawal. Full-scale war is contradicted; a unique replacement is withheld under the agreed mixed-ending rule.,,,[15],"[""Final log gives only tension 1.0, diplomatic support .71 and unity .90; public opinion only appears in prior state."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-02,Perplexity Pro,runs/raw_logs/Perplexity_RAG/2. Strategic Options Analysis_ U.S. Discovery of Sovi.pdf,bdd671738db7d1f126dbe72a53027c5970ac761a90731b39a00766aa34082e53,Full-scale war,withheld,,False,Most Plausible Path / The Burning Brink,"[{""page"": 16, ""excerpt"": ""Most Plausible Path Continuation of Blockade + Deny/Stall)""}, {""page"": 20, ""excerpt"": ""The Burning Brink (\""Most Plausible Path\"")""}]","[{""page"": 22, ""excerpt"": ""Kennedy: Rejected strikes""}, {""page"": 22, ""excerpt"": ""SAM strikes became accepted limited warfare norm""}]","Main branch is explicit, but terminal narrative inconsistently treats SAM strikes as rejected and as accepted/executed limited warfare. It does not supply a coherent completed settlement, unresolved terminal standoff, or actual conflict endpoint.","[0.8, 0.39, 0.39, 0.25]",,[17],"[""Transcribed explicit main-combination final vector only; outcome remains withheld and arithmetic is unverified."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-03,Perplexity Pro,runs/raw_logs/Perplexity_RAG/3. You are a tool for modeling strategic decisions. A.pdf,f66660795410dafe3f5701cb7adfc38276bcd171429e66f79411bb5e18b79d0c,Diplomatic resolution,confirmed,Protracted stalemate,True,Scenario 1 Most Plausible / The Brink of Collapse,"[{""page"": 10, ""excerpt"": ""Result Logs Most Plausible Path""}, {""page"": 11, ""excerpt"": ""Most Plausible Path: DEFCON 2 Dual-Track Approach""}, {""page"": 14, ""excerpt"": ""Kennedy opts for a naval quarantine""}]","[{""page"": 15, ""excerpt"": ""Full-scale conflict avoided but tension becomes entrenched""}, {""page"": 15, ""excerpt"": ""Tension becomes entrenched; diplomacy fails""}]",Ranked Scenario 1 continues through DEFCON 2 and the dual-track response to the corresponding quarantine/dual-track narrative. Its terminal outcome is entrenched confrontation without settlement; earlier targeted strikes do not alter the explicitly unresolved terminal endpoint.,"[1, 0.49, 0.44, 1]",,"[11, 13]","[""Explicit Path 1 final summary transcribed; no arithmetic verification."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-04,Perplexity Pro,runs/raw_logs/Perplexity_RAG/4. Strategic Alternatives & Conflict Scenarios.pdf,e690d7c16a86bd88adbd6a64cf76c62061eaeafa4af8304cfd4dcf5ab4611803,Diplomatic resolution,confirmed,Protracted stalemate,True,Most Plausible Path / The Brinkmanship Tango,"[{""page"": 13, ""excerpt"": ""Most Plausible Path Prev: Blockade/Retaliatory Air Strike)""}, {""page"": 14, ""excerpt"": ""U.S. Action: Sustain DEFCON 2 & Maintain Blockade Soviet Action: Comply & Prove Compliance""}, {""page"": 16, ""excerpt"": ""Stalemate Maintain Blockade, Leverage Allied Support""}]","[{""page"": 17, ""excerpt"": ""A “frozen conflict” emerges, with neither side able to force concessions.""}]",The named primary blockade/limited-strike path and its final threshold summary connect to the same calibrated-blockade narrative. Its stated terminal endpoint is frozen confrontation without concessions.,,,[14],"[""Final log explicitly supplies tension .45 and unity .75 only; do not carry forward omitted dimensions."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-05,Perplexity Pro,runs/raw_logs/Perplexity_RAG/5. You are a tool for modeling strategic decisions. A.pdf,b168b0ce9bf51ef2a92086c472372d37641efe0d4584cc53cdb0cbf28d12af48,Full-scale war,confirmed,Protracted stalemate,True,Most Plausible Path / The Iron Vise,"[{""page"": 16, ""excerpt"": ""Most Plausible Path""}, {""page"": 17, ""excerpt"": ""Most Plausible Combination: U.S. Deterrence + Soviet Retaliatory Alert""}]","[{""page"": 20, ""excerpt"": ""The Iron Vise – Prolonged Stalemate""}, {""page"": 21, ""excerpt"": ""failed to compel Soviet withdrawal""}, {""page"": 21, ""excerpt"": ""Military Hawksʼ readiness did not trigger full war""}]","The final ranked deterrence/alert combination matches the Iron Vise account of quarantine, Soviet readiness and nuclear release averted. Soviet presence persists and no settlement occurs.",,,[17],"[""Final log explicitly supplies tension .95 and unity .60 only."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-06,Perplexity Pro,runs/raw_logs/Perplexity_RAG/6. Strategic Analysis of Soviet Missile Discovery in.pdf,cc974f3606f19904b045b791e122d013847ea1e8c44175bf38f1a76bdf994f8b,Full-scale war,confirmed,Protracted stalemate,True,Most Plausible Path / Operational Checkmate,"[{""page"": 10, ""excerpt"": ""Most Plausible Path""}, {""page"": 11, ""excerpt"": ""U.S. Invasion Final Prep""}]","[{""page"": 14, ""excerpt"": ""U.S.: Prepares contingency invasion plans but hesitates""}, {""page"": 14, ""excerpt"": ""Prolonged deterrence stalemate""}, {""page"": 17, ""excerpt"": ""Operational Checkmate Gradual escalation Deterrence stalemate""}]","Ranked invasion preparation/readiness remains unexecuted in the corresponding blockade narrative. The terminal result is deterrence stalemate, not realized war.",,,[11],"[""Final table supplies selected dimensions, not one complete explicit four-dimensional end-state."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-07,Perplexity Pro,runs/raw_logs/Perplexity_RAG/7. Strategic Decision Modeling_ Soviet Missile Deploy.pdf,1668f1cf6f059d3671721d77aa3cf9f72fc0c4f1bcaa98466f3cfe21db443de4,Full-scale war,withheld,,False,Naval Quarantine vs Denial / The Thin Line of Control,"[{""page"": 3, ""excerpt"": ""Naval Quarantine vs Denial Most Plausible Path)""}, {""page"": 13, ""excerpt"": ""US: Freeze Jupiter missiles in Turkey contingent on Soviet withdrawal USSR: Suspend missile construction during negotiations""}]","[{""page"": 19, ""excerpt"": ""Full-scale conflict avoided, but a stalemate-of-doom scenario persists. Missile threat neutralized""}, {""page"": 20, ""excerpt"": ""Fragile Standoff with Persistent Dangers""}]",The traceable main narrative combines partial accepted compromise and neutralized missile threat with an explicit continuing stalemate. Whether the crisis settlement was completed is not coherent enough for a unique terminal category.,"[1, 0.5, 0.8, 0.75]",,[14],"[""Explicit main-combination New State transcribed; outcome withheld."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-08,Perplexity Pro,runs/raw_logs/Perplexity_RAG/8. U.S. Strategic Alternatives.pdf,f28dfb54f3011bdc879738da1a4ca595625a79451f3ffd79b8d1ecaaf848223b,Protracted stalemate,confirmed,Protracted stalemate,False,Scenario 1 Most Plausible Quarantine/Covert Denial / Shadows of Escalation,"[{""page"": 13, ""excerpt"": ""Most Plausible Path US Quarantine + Soviet Covert Denial)""}, {""page"": 15, ""excerpt"": ""Most Plausible: US Limited Strikes + Soviet Ceasefire Offer""}]","[{""page"": 18, ""excerpt"": ""Full-scale conflict narrowly avoided but leaves Cuban missile sites partially operational""}, {""page"": 18, ""excerpt"": ""internal conflicts delay decisive resolution""}]",The named primary quarantine path carries through limited response and ceasefire offers to the corresponding narrative. Its terminal missile problem remains unresolved; partial removal and earlier strikes do not establish a completed agreement or broad war.,,,"[13, 15]","[""Page 13 vector is an event update before the final selected actions, not an explicit post-action common endpoint."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-09,Perplexity Pro,runs/raw_logs/Perplexity_RAG/9. You are a tool for modeling strategic decisions. A.pdf,d0e66854e6be9415522cbc0ac45e89d3a30e05d6dc4c276b9776ade368481352,Full-scale war,confirmed,Full-scale war,False,Path 1 Most Plausible / Maelstrom Protocol (The Brink of Annihilation),"[{""page"": 3, ""excerpt"": ""Naval Quarantine Denial/Deception Most plausible:""}, {""page"": 16, ""excerpt"": ""Most Plausible Path - Invasion vs. Tactical Nuclear""}]","[{""page"": 20, ""excerpt"": ""USSR responds with tactical nukes, triggering a full-scale nuclear exchange""}, {""page"": 21, ""excerpt"": ""Full-scale nuclear war devastates both nations""}]","The initial ranked quarantine/denial path becomes the named primary invasion/nuclear path. The matching quarantine/escalation narrative explicitly reports actual full-scale nuclear exchange, not merely readiness or a risk trigger.","[1, 0.31, 0.26, 0.8]",,[16],"[""Explicit reconfirmed main-path final vector transcribed; narrative elaborates earlier air-strike and invasion stages, and arithmetic is unverified."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-10,Perplexity Pro,runs/raw_logs/Perplexity_RAG/10. Strategic Alternatives and Triggers.pdf,ffe6549ae0e4c4252079f40ac3eedcd601481c0b7a5d552879b1f143ff5f8061,Diplomatic resolution,confirmed,Diplomatic resolution,False,Measured Pressure Path / The Delicate Balance,"[{""page"": 2, ""excerpt"": ""Most Plausible: US Quarantine + USSR Deployment""}, {""page"": 3, ""excerpt"": ""Scenario Name: Measured Pressure Path""}, {""page"": 17, ""excerpt"": ""US Diplomatic Ultimatum + USSR Concession""}, {""page"": 21, ""excerpt"": ""Scenario Path: Measured Pressure Combination""}]","[{""page"": 23, ""excerpt"": ""Khrushchevʼs Presidium reluctantly agrees""}, {""page"": 23, ""excerpt"": ""A fragile, undocumented resolution preserved Cuban autonomy for Soviet interests while masking Turkey missile withdrawals.""}]",Explicit initial ranking and named measured-pressure lineage connect the withdrawal/accepted-swap log to the named final narrative. An agreed de-escalation settlement is reported despite delayed full compliance and residual Cold War mistrust; high-tension equilibrium is not alone a contrary no-settlement assertion.,"[0.6, 0.77, 0.57, 0.45]",,"[17, 18]","[""First reconfirmed final vector on page 18 belongs to the preceding page 17 concession log; later page 18 .85/.50/.40/.25 is the separate partial-withdrawal alternative."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-11,Perplexity Pro,runs/raw_logs/Perplexity_RAG/11. __Strategic Action Options Analysis__.pdf,c4bde1b8fb8f558cb6480afe71d3266fb879254fed954e6dfde8cb0b248d2fbe,Diplomatic resolution,withheld,,False,Scenario 1 Most Plausible / Stalemate at DEFCON 2,"[{""page"": 13, ""excerpt"": ""Most Plausible Path US Quarantine & Soviet Denial)""}]","[{""page"": 17, ""excerpt"": ""A secret U.S. Soviet agreement traded Jupiter missiles in Turkey for Cubaʼs missile removal.""}, {""page"": 18, ""excerpt"": ""left Cuban missile sites partially intact. Covert Deterrence: Completed as many missile deployments as possible post-crisis.""}, {""page"": 19, ""excerpt"": ""Stalemate at DEFCON 2""}]",The main narrative asserts a completed missile trade but also persisting Cuban deployments and an explicitly stalemate-framed endpoint. A unique completed-resolution versus unresolved-confrontation outcome is withheld.,,,[13],"[""Only the pre-choice event-updated vector is explicit; no complete post-choice final common vector is provided."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-12,Perplexity Pro,runs/raw_logs/Perplexity_RAG/12. Strategic Decision Modeling for Cuban Missile Cris.pdf,80fdaba7f1f0a872aecb0d610fb8bf792b288f88a30d14b3a6095def4627fcf5,Full-scale war,confirmed,Diplomatic resolution,True,Scenario Combination 1 Most Plausible / The Silent Bargain,"[{""page"": 18, ""excerpt"": ""Scenario Combination 1 Most Plausible Path""}, {""page"": 19, ""excerpt"": ""Accelerate Backchannel Withdrawal""}, {""page"": 23, ""excerpt"": ""Most Plausible Path: \""The Silent Bargain\""""}]","[{""page"": 24, ""excerpt"": ""Soviet missiles leave Cuba in exchange for U.S. non-invasion guarantees and Turkey missile withdrawal""}, {""page"": 24, ""excerpt"": ""U.S. verifies Soviet missile removal""}]","The explicitly primary withdrawal/negotiation log connects to the explicitly primary report, which records completed and verified missile removal in an agreement.","[1, 1, 0.88, 0.45]",,[19],"[""Explicit common reconfirmed values transcribed; tension remains high in the model despite narrated settlement and is not used to redefine the outcome."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-13,Perplexity Pro,runs/raw_logs/Perplexity_RAG/13. Strategic Analysis of Current Event_ Soviet Nuclea.pdf,5b712a6d1b6c251a9027e011f4e6250e2f6c80a5620bdb283829af5f25f3900f,Diplomatic resolution,confirmed,Protracted stalemate,True,"Combination 1, Strategic Coercion vs Denial / The Fractured Equilibrium","[{""page"": 2, ""excerpt"": ""Most Plausible Paths""}, {""page"": 3, ""excerpt"": ""Strategic Coercion vs. Denial""}, {""page"": 18, ""excerpt"": ""U.S.: Backchannel Ceasefire Offer Soviet: Submarine Recall + Nuclear Readiness""}]","[{""page"": 23, ""excerpt"": ""Stalled inspections → lingering Cuban missiles as bargaining chips""}, {""page"": 23, ""excerpt"": ""potential decentralized conflicts.""}]",The initial primary quarantine/denial path continues through the explicitly primary backchannel/submarine-recall combination into the same-action first narrative. Its terminal account leaves Cuban missiles and inspections unresolved; it does not establish completed withdrawal or broad war.,,,[],"[""The p.18 shared vector precedes the final strategic choices, so it is not retained as a post-choice terminal vector."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-14,Perplexity Pro,runs/raw_logs/Perplexity_RAG/14. Strategic Decision Modeling_ Cuban Missile Crisis.pdf,f4e323e0d788f5423578471fbbc8d541d9b5c6f533439a35d302fd52bb52b9f2,Full-scale war,withheld,,False,"Combination 1, Quarantine + Covert Denial / The Brink's Edge (lineage partly mixed)","[{""page"": 2, ""excerpt"": ""Most Plausible Path: U.S. Quarantine + USSR Covert Denial""}, {""page"": 16, ""excerpt"": ""U.S. Quarantine + USSR Covert Denial Path""}, {""page"": 17, ""excerpt"": ""Most Plausible Path: U.S. Diplomatic Ultimatum + USSR Conditional Withdrawal""}]","[{""page"": 22, ""excerpt"": ""reached covert compromise: missile withdrawal in exchange for no-invasion pledges""}, {""page"": 23, ""excerpt"": ""Military: Stalemate; missiles removed, but Castroʼs regime intact.""}]","The candidate narrative combines explicit completed withdrawal/compromise with an explicit stalemate outcome. Its secret-swap/blame-Castro finale also resembles Combination 3, weakening a unique primary-path lineage. Full-scale war is not supported; no forced replacement category is assigned.",,,[],"[""The p.16 vector is an event update before final choices, not a selected post-choice terminal vector."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
Perplexity_RAG-15,Perplexity Pro,runs/raw_logs/Perplexity_RAG/15. Strategic Decision Model for Cuban Missile Crisis.pdf,bbe1d6156557812e559fa9bd82cfa7965887593868c4ad8285aa7798dbd9f5c0,Diplomatic resolution,withheld,,False,Most Plausible Blockade vs Denial/Diplomacy / Measured Response / The Razor's Edge,"[{""page"": 2, ""excerpt"": ""Most Plausible Combination: Blockade vs Denial/Diplomacy""}, {""page"": 15, ""excerpt"": ""Measured Response Path Blockade vs Negotiation)""}, {""page"": 16, ""excerpt"": ""U.S.: Targeted Airstrike on SAM Sites USSR: Publicly Blame Cuban Forces""}]","[{""page"": 21, ""excerpt"": ""Final missiles were dismantled under UN supervision.""}, {""page"": 21, ""excerpt"": ""Outcome: A delicate stalemate emerged""}]","The primary blockade/denial path and targeted-strike/blame-Cuba actions are recognizable in the narrative, but its ending explicitly states both completed dismantling/accepted deal and stalemate. The mutually incompatible terminal labels are withheld rather than resolved by report order.",,,[],"[""The p.15 vector is an event update before final choices; no explicit common post-choice terminal four-vector is established."", ""Source-linked classification does not certify arithmetic, event chronology, historical validity, or rule compliance.""]"
