check_family,check_id,calculated,stored,match,scope
inheritance,GPT-27-INH-E004-U1-Leadership_Unity,-0.15,-0.15,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E005-U1-Tension,0.30,0.30,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E005-U1-Diplomatic_Support,-0.11,-0.11,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E005-U1-Public_Opinion,-0.11,-0.11,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E005-U1-Leadership_Unity,-0.25,-0.25,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E006-U1-Tension,-0.20,-0.20,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E006-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E006-U1-Public_Opinion,0.20,0.20,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E006-U1-Leadership_Unity,0.20,0.20,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E007-U1-Tension,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E007-U1-Diplomatic_Support,0.44,0.44,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E007-U1-Public_Opinion,-0.11,-0.11,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E007-U1-Leadership_Unity,-0.20,-0.20,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E008-U1-Tension,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E008-U1-Diplomatic_Support,-0.18,-0.18,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E008-U1-Public_Opinion,-0.18,-0.18,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E008-U1-Leadership_Unity,-0.40,-0.40,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E009-U1-Tension,0.00,0.00,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E009-U1-Diplomatic_Support,0.50,0.50,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E009-U1-Public_Opinion,0.25,0.25,True,fixed parent identification and value transcription
inheritance,GPT-27-INH-E009-U1-Leadership_Unity,0.25,0.25,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U1-Diplomatic_Support,0.41,0.41,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U1-Public_Opinion,0.41,0.41,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U2-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U2-Diplomatic_Support,0.41,0.41,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U2-Public_Opinion,0.41,0.41,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E004-U2-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U1-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U1-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U1-Public_Opinion,0.93,0.93,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U2-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U2-Diplomatic_Support,0.53,0.53,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U2-Public_Opinion,0.93,0.93,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E005-U2-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U1-Diplomatic_Support,0.38,0.38,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U1-Public_Opinion,0.38,0.38,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U2-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U2-Diplomatic_Support,0.38,0.38,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U2-Public_Opinion,0.38,0.38,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E006-U2-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U1-Diplomatic_Support,0.36,0.36,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U1-Public_Opinion,0.36,0.36,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U2-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U2-Diplomatic_Support,0.36,0.36,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U2-Public_Opinion,0.36,0.36,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E007-U2-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U1-Public_Opinion,0.88,0.88,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U1-Leadership_Unity,0.35,0.35,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U2-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U2-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U2-Public_Opinion,0.88,0.88,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E008-U2-Leadership_Unity,0.35,0.35,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U1-Diplomatic_Support,0.33,0.33,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U1-Public_Opinion,0.33,0.33,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U1-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U2-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U2-Diplomatic_Support,0.33,0.33,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U2-Public_Opinion,0.33,0.33,True,fixed parent identification and value transcription
inheritance,GPT-28-INH-E009-U2-Leadership_Unity,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E001-U1-Tension,0.70,0.70,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E001-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E001-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E001-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E002-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E002-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E002-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E002-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E003-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E003-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E003-U1-Public_Opinion,0.98,0.98,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E003-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E004-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E004-U1-Diplomatic_Support,0.68,0.68,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E004-U1-Public_Opinion,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E004-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E005-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E005-U1-Diplomatic_Support,0.66,0.66,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E005-U1-Public_Opinion,0.98,0.98,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E005-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E006-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E006-U1-Diplomatic_Support,0.71,0.71,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E006-U1-Public_Opinion,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E006-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E007-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E007-U1-Diplomatic_Support,0.78,0.78,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E007-U1-Public_Opinion,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E007-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E008-U1-Tension,0.95,0.95,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E008-U1-Diplomatic_Support,0.76,0.76,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E008-U1-Public_Opinion,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E008-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E009-U1-Tension,0.85,0.85,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E009-U1-Diplomatic_Support,0.81,0.81,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E009-U1-Public_Opinion,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-29-INH-E009-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E001-U1-Tension,0.50,+0.50,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E001-U1-Diplomatic_Support,-0.02,-0.02,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E001-U1-Public_Opinion,-0.02,-0.02,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E001-U1-Leadership_Unity,0.60,+0.60,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E002-U1-Tension,0.00,0.00,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E002-U1-Diplomatic_Support,0.00,0.00,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E002-U1-Public_Opinion,0.00,0.00,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E002-U1-Leadership_Unity,0.00,0.00,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E003-U1-Tension,0.60,+0.60,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E003-U1-Diplomatic_Support,-0.05,-0.05,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E003-U1-Public_Opinion,-0.05,-0.05,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E003-U1-Leadership_Unity,0.55,+0.55,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U1-Diplomatic_Support,0.13,+0.13,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U1-Public_Opinion,0.13,+0.13,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U1-Leadership_Unity,0.75,+0.75,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U2-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U2-Diplomatic_Support,0.13,+0.13,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U2-Public_Opinion,0.13,+0.13,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E004-U2-Leadership_Unity,0.75,+0.75,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U1-Tension,0.10,+0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U1-Diplomatic_Support,-0.10,-0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U1-Public_Opinion,-0.05,-0.05,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U1-Leadership_Unity,-0.05,-0.05,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U2-Tension,0.10,+0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U2-Diplomatic_Support,-0.10,-0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U2-Public_Opinion,-0.05,-0.05,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E005-U2-Leadership_Unity,-0.05,-0.05,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U1-Tension,0.65,+0.65,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U1-Diplomatic_Support,-0.07,-0.07,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U1-Public_Opinion,-0.07,-0.07,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U1-Leadership_Unity,0.50,+0.50,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U2-Tension,0.65,+0.65,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U2-Diplomatic_Support,-0.07,-0.07,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U2-Public_Opinion,-0.07,-0.07,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E006-U2-Leadership_Unity,0.50,+0.50,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U1-Diplomatic_Support,0.21,0.21,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U1-Public_Opinion,0.16,0.16,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U1-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U2-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U2-Diplomatic_Support,0.21,0.21,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U2-Public_Opinion,0.16,0.16,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E007-U2-Leadership_Unity,0.75,0.75,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U1-Tension,0.20,0.20,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U1-Diplomatic_Support,-0.20,-0.20,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U1-Public_Opinion,-0.10,-0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U1-Leadership_Unity,-0.10,-0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U2-Tension,0.20,0.20,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U2-Diplomatic_Support,-0.20,-0.20,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U2-Public_Opinion,-0.10,-0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E008-U2-Leadership_Unity,-0.10,-0.10,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U1-Diplomatic_Support,-0.12,-0.12,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U1-Public_Opinion,-0.12,-0.12,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U2-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U2-Diplomatic_Support,-0.12,-0.12,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U2-Public_Opinion,-0.12,-0.12,True,fixed parent identification and value transcription
inheritance,GPT-30-INH-E009-U2-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E001-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E001-U1-Diplomatic_Support,0.78,0.78,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E001-U1-Public_Opinion,0.68,0.68,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E001-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E002-U1-Tension,0.7,0.7,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E002-U1-Diplomatic_Support,0.75,0.75,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E002-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E002-U1-Leadership_Unity,0.70,0.70,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E003-U1-Tension,0.4,0.4,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E003-U1-Diplomatic_Support,0.88,0.88,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E003-U1-Public_Opinion,0.85,0.85,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E003-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E004-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E004-U1-Diplomatic_Support,0.76,0.76,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E004-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E005-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E005-U1-Diplomatic_Support,0.73,0.73,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E005-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E006-U1-Tension,0.70,0.70,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E006-U1-Diplomatic_Support,0.86,0.86,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E006-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E007-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E007-U1-Diplomatic_Support,0.74,0.74,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E007-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E008-U1-Tension,1.0,1.0,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E008-U1-Diplomatic_Support,0.71,0.71,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E008-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E009-U1-Tension,0.80,0.80,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E009-U1-Diplomatic_Support,0.88,0.88,True,fixed parent identification and value transcription
inheritance,PER-01-INH-E009-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E001-U1-Tension,0.55,0.55,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E001-U1-Diplomatic_Support,0.48,0.48,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E001-U1-Public_Opinion,0.48,0.48,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E001-U1-Leadership_Unity,0.45,0.45,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E002-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E002-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E002-U1-Public_Opinion,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E002-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E003-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E003-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E003-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E003-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E004-U1-Tension,0.60,0.60,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E004-U1-Diplomatic_Support,0.46,0.46,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E004-U1-Public_Opinion,0.46,0.46,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E004-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E005-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E005-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E005-U1-Public_Opinion,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E005-U1-Leadership_Unity,0.30,0.30,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E006-U1-Tension,0.42,0.42,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E006-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E006-U1-Public_Opinion,0.57,0.57,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E006-U1-Leadership_Unity,0.57,0.57,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E007-U1-Tension,0.75,0.75,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E007-U1-Diplomatic_Support,0.41,0.41,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E007-U1-Public_Opinion,0.41,0.41,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E007-U1-Leadership_Unity,0.30,0.30,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E008-U1-Tension,0.90,0.90,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E008-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E008-U1-Public_Opinion,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E008-U1-Leadership_Unity,0.20,0.20,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E009-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E009-U1-Diplomatic_Support,0.65,0.65,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E009-U1-Public_Opinion,0.58,0.58,True,fixed parent identification and value transcription
inheritance,PER-02-INH-E009-U1-Leadership_Unity,0.53,0.53,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E001-U1-Tension,0.50,0.50,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E001-U1-Diplomatic_Support,0.58,0.58,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E001-U1-Public_Opinion,0.53,0.53,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E001-U1-Leadership_Unity,0.50,0.50,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E002-U1-Tension,0.65,0.65,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E002-U1-Diplomatic_Support,0.45,0.45,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E002-U1-Public_Opinion,0.45,0.45,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E002-U1-Leadership_Unity,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E003-U1-Tension,0.45,0.45,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E003-U1-Diplomatic_Support,0.60,0.60,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E003-U1-Public_Opinion,0.55,0.55,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E003-U1-Leadership_Unity,0.55,0.55,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E004-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E004-U1-Diplomatic_Support,0.56,0.56,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E004-U1-Public_Opinion,0.51,0.51,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E004-U1-Leadership_Unity,1.00,1.00,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E005-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E005-U1-Diplomatic_Support,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E005-U1-Public_Opinion,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E005-U1-Leadership_Unity,0.95,0.95,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E006-U1-Tension,0.40,0.40,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E006-U1-Diplomatic_Support,0.70,0.70,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E006-U1-Public_Opinion,0.60,0.60,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E006-U1-Leadership_Unity,0.60,0.60,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E007-U1-Diplomatic_Support,0.51,0.51,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E007-U1-Public_Opinion,0.46,0.46,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E007-U1-Leadership_Unity,0.90,0.90,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E008-U1-Tension,1.00,1.00,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E008-U1-Diplomatic_Support,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E008-U1-Public_Opinion,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E008-U1-Leadership_Unity,0.85,0.85,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E009-U1-Tension,0.35,0.35,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E009-U1-Diplomatic_Support,0.80,0.80,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E009-U1-Public_Opinion,0.65,0.65,True,fixed parent identification and value transcription
inheritance,PER-03-INH-E009-U1-Leadership_Unity,0.65,0.65,True,fixed parent identification and value transcription
weight_quote,AWV-001,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-002,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-003,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-004,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-005,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-006,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-007,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-008,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-009,numeric_match,준수/준수,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-010,missing_attributed_path,위반/적용 대상 아님,True,"quoted original rule index, not AHP execution"
weight_quote,AWV-011,missing_attributed_path,위반/적용 대상 아님,True,"quoted original rule index, not AHP execution"
